subject,predicate,value
obo:EO_0007256,rdfs:label,field study
obo:EO_0007269,rdfs:label,growth chamber study
obo:EO_0007270,rdfs:label,continuous dark (no light) regimen
obo:EO_0007317,rdfs:label,Nilaparvata lugens
obo:EO_0007319,rdfs:label,warm/hot air temperature regimen
obo:EO_0007337,rdfs:label,Nematoda
obo:EO_0007357,rdfs:label,biotic plant treatment
obo:EO_0007404,rdfs:label,drought environment
FBbt:00000109,rdfs:label,mesectoderm anlage
FBbt:00000127,rdfs:label,head mesoderm
FBbt:00000197,rdfs:label,posterior spiracle primordium
FBbt:00000210,rdfs:label,anterior endoderm anlage
FBbt:00000441,rdfs:label,hindgut proper primordium
FBbt:00000442,rdfs:label,Malpighian tubule primordium
FBbt:00000444,rdfs:label,anterior midgut primordium
FBbt:00000447,rdfs:label,posterior endoderm anlage
FBbt:00000461,rdfs:label,embryonic inner optic lobe primordium
FBbt:00001069,rdfs:label,embryonic stomatogastric nervous system
FBbt:00001315,rdfs:label,midline glial cell
FBbt:00001433,rdfs:label,embryonic ganglion mother cell
FBbt:00001685,rdfs:label,embryonic/larval plasmatocyte
FBbt:00001724,rdfs:label,prothoracic gland
FBbt:00001761,rdfs:label,imaginal disc
FBbt:00001766,rdfs:label,eye-antennal disc
FBbt:00001768,rdfs:label,eye disc
FBbt:00001781,rdfs:label,prothoracic leg disc
FBbt:00001956,rdfs:label,optic nerve
FBbt:00004011,rdfs:label,insulin secreting cell of pars intercerebralis
FBbt:00004202,rdfs:label,hindgut anlage
FBbt:00004204,rdfs:label,ventral ectoderm anlage
FBbt:00004784,rdfs:label,capitellum
FBbt:00004891,rdfs:label,pole plasm
FBbt:00004914,rdfs:label,female accessory gland
FBbt:00005067,rdfs:label,fat body primordium
FBbt:00005072,rdfs:label,circular visceral muscle fiber
FBbt:00005422,rdfs:label,amnioserosa anlage in statu nascendi
FBbt:00005424,rdfs:label,hindgut anlage in statu nascendi
FBbt:00005431,rdfs:label,foregut anlage
FBbt:00005442,rdfs:label,hypopharynx anlage
FBbt:00005466,rdfs:label,pericardial cell primordium
FBbt:00005498,rdfs:label,dorsal pharyngeal muscle primordium
FBbt:00005501,rdfs:label,Malpighian tubule main body primordium
FBbt:00005504,rdfs:label,small intestine primordium
FBbt:00005505,rdfs:label,large intestine primordium
FBbt:00005506,rdfs:label,rectum primordium
FBbt:00005508,rdfs:label,mushroom body primordium
FBbt:00005510,rdfs:label,antennal primordium
FBbt:00005511,rdfs:label,pars intercerebralis primordium
FBbt:00005512,rdfs:label,salivary gland body primordium
FBbt:00005516,rdfs:label,embryonic primordium of adult muscle precursor
FBbt:00005518,rdfs:label,somatic muscle primordium
FBbt:00005519,rdfs:label,visceral muscle primordium
FBbt:00005523,rdfs:label,inclusive hindgut primordium
FBbt:00005528,rdfs:label,midline primordium
FBbt:00005534,rdfs:label,gnathal primordium
FBbt:00005535,rdfs:label,foregut primordium
FBbt:00005536,rdfs:label,stomatogastric nervous system primordium
FBbt:00005542,rdfs:label,central brain primordium
FBbt:00005544,rdfs:label,maxillary sensory complex primordium
FBbt:00005545,rdfs:label,labial sensory complex primordium
FBbt:00005546,rdfs:label,labral sensory complex primordium
FBbt:00005548,rdfs:label,head mesoderm anlage
FBbt:00005550,rdfs:label,proventriculus primordium
FBbt:00005551,rdfs:label,sensory nervous system primordium
FBbt:00005552,rdfs:label,ventral sensory complex primordium
FBbt:00005554,rdfs:label,ventral nerve cord primordium
FBbt:00005556,rdfs:label,apoptotic amnioserosa
FBbt:00005565,rdfs:label,embryonic ventral midline neuroblast
FBbt:00005566,rdfs:label,obsolete ventral midline neuron
FBbt:00005568,rdfs:label,embryonic antennal sense organ
FBbt:00005571,rdfs:label,embryonic tracheole
FBbt:00005606,rdfs:label,embryonic foregut
FBbt:00005608,rdfs:label,embryonic proventriculus inner layer
FBbt:00005609,rdfs:label,embryonic proventriculus intermediate layer
FBbt:00005610,rdfs:label,embryonic proventriculus outer layer
FBbt:00005611,rdfs:label,embryonic precursor of adult foregut
FBbt:00005612,rdfs:label,embryonic esophagus
FBbt:00005614,rdfs:label,embryonic epipharynx
FBbt:00005616,rdfs:label,embryonic foregut sensory structure
FBbt:00005618,rdfs:label,embryonic maxillary sensory complex
FBbt:00005619,rdfs:label,embryonic labial sensory complex
FBbt:00005630,rdfs:label,embryonic hindgut
FBbt:00005643,rdfs:label,embryonic Malpighian tubule tip cell
FBbt:00005646,rdfs:label,embryonic precursor of adult hindgut
FBbt:00005662,rdfs:label,embryonic central brain
FBbt:00005663,rdfs:label,embryonic central brain glial cell
FBbt:00005664,rdfs:label,embryonic central brain surface glia
FBbt:00005665,rdfs:label,embryonic central brain neuron
FBbt:00005667,rdfs:label,embryonic pars intercerebralis
FBbt:00005668,rdfs:label,embryonic frontal ganglion
FBbt:00005669,rdfs:label,embryonic hypocerebral ganglion
FBbt:00005670,rdfs:label,obsolete embryonic esophageal ganglion
FBbt:00005673,rdfs:label,lateral cord glial cell
FBbt:00005675,rdfs:label,lateral cord neuron
FBbt:00005744,rdfs:label,embryonic dorsal epidermis
FBbt:00005745,rdfs:label,embryonic dorsal apodeme
FBbt:00005746,rdfs:label,embryonic leading edge cell
FBbt:00005748,rdfs:label,embryonic anal pad
FBbt:00005749,rdfs:label,embryonic ventral apodeme
FBbt:00005822,rdfs:label,embryonic outer optic lobe primordium
FBbt:00005824,rdfs:label,lateral cord surface glial cell
FBbt:00005834,rdfs:label,ventral imaginal tissue
FBbt:00007049,rdfs:label,head visceral muscle primordium
FBbt:00007435,rdfs:label,endocrine system component
FBbt:00015256,rdfs:label,central brain anlage
FBbt:00016000,rdfs:label,hypopharynx anlage in statu nascendi
FBbt:00016001,rdfs:label,hypopharyngeal sense organ primordium
FBbt:00016016,rdfs:label,larval midline neuron
FBbt:00017000,rdfs:label,amnioserosa primordium
FBbt:00017003,rdfs:label,visceral tracheal branch primordium
FBbt:00017008,rdfs:label,longitudinal visceral muscle primordium
FBbt:00017009,rdfs:label,ring gland primordium
FBbt:00017010,rdfs:label,tracheal dorsal trunk primordium
FBbt:00017011,rdfs:label,primary segmental tracheal branch primordium
FBbt:00017019,rdfs:label,cibarium primordium
FBbt:00017020,rdfs:label,oenocyte primordium
FBbt:00017027,rdfs:label,gastric caecum primordium
FBbt:10005249,rdfs:label,embryonic primordium of adult eye
FBdv:00005331,rdfs:label,dorsal closure stage
FMA:24984,rdfs:label,calf
FMA:3804,rdfs:label,proximal portion of right coronary artery
FMA:3832,rdfs:label,distal portion of right coronary artery
FMA:3866,rdfs:label,proximal portion of anterior interventricular branch of left coronary artery
FMA:3884,rdfs:label,distal portion of anterior interventricular branch of left coronary artery
FMA:3897,rdfs:label,proximal portion of circumflex branch of left coronary artery
FMA:3906,rdfs:label,distal portion of circumflex branch of left coronary artery
FMA:6670,rdfs:label,renal branch of vagus nerve
FMA:66762,rdfs:label,synovial membrane
GO:0000003,rdfs:label,reproductive process
GO:0000226,rdfs:label,microtubule cytoskeleton organization
GO:0000278,rdfs:label,mitotic cell cycle
GO:0001775,rdfs:label,cell activation
GO:0002445,rdfs:label,type II hypersensitivity
GO:0002524,rdfs:label,hypersensitivity
GO:0002526,rdfs:label,acute inflammatory response
GO:0002682,rdfs:label,regulation of immune system process
GO:0002694,rdfs:label,regulation of leukocyte activation
GO:0002695,rdfs:label,negative regulation of leukocyte activation
GO:0003008,rdfs:label,system process
GO:0003012,rdfs:label,muscle system process
GO:0003014,rdfs:label,renal system process
GO:0003092,rdfs:label,renal water retention
GO:0003674,rdfs:label,molecular function
GO:0005575,rdfs:label,cellular component
GO:0005622,rdfs:label,intracellular
GO:0005634,rdfs:label,nucleus
GO:0005730,rdfs:label,nucleolus
GO:0005737,rdfs:label,cytoplasm
GO:0005739,rdfs:label,mitochondrion
GO:0005740,rdfs:label,mitochondrial envelope
GO:0005758,rdfs:label,mitochondrial intermembrane space
GO:0005764,rdfs:label,lysosome
GO:0005773,rdfs:label,vacuole
GO:0005783,rdfs:label,endoplasmic reticulum
GO:0005790,rdfs:label,smooth endoplasmic reticulum
GO:0005791,rdfs:label,rough endoplasmic reticulum
GO:0005794,rdfs:label,Golgi apparatus
GO:0005801,rdfs:label,cis-Golgi network
GO:0005819,rdfs:label,spindle
GO:0005829,rdfs:label,cytosol
GO:0005844,rdfs:label,polysome
GO:0005856,rdfs:label,cytoskeleton
GO:0005886,rdfs:label,plasma membrane
GO:0005929,rdfs:label,cilium
GO:0005975,rdfs:label,carbohydrate metabolic process
GO:0006139,rdfs:label,nucleobase-containing compound metabolic process
GO:0006163,rdfs:label,purine nucleotide metabolic process
GO:0006164,rdfs:label,purine nucleotide biosynthetic process
GO:0006306,rdfs:label,DNA methylation
GO:0006464,rdfs:label,cellular protein modification process
GO:0006486,rdfs:label,protein glycosylation
GO:0006487,rdfs:label,protein N-linked glycosylation
GO:0006629,rdfs:label,lipid metabolic process
GO:0006725,rdfs:label,cellular aromatic compound metabolic process
GO:0006753,rdfs:label,nucleoside phosphate metabolic process
GO:0006754,rdfs:label,ATP biosynthetic process
GO:0006766,rdfs:label,vitamin metabolic process
GO:0006768,rdfs:label,biotin metabolic process
GO:0006772,rdfs:label,thiamine metabolic process
GO:0006776,rdfs:label,vitamin A metabolic process
GO:0006793,rdfs:label,phosphorus metabolic process
GO:0006796,rdfs:label,phosphate-containing compound metabolic process
GO:0006807,rdfs:label,nitrogen compound metabolic process
GO:0006810,rdfs:label,transport
GO:0006915,rdfs:label,apoptotic process
GO:0006937,rdfs:label,regulation of muscle contraction
GO:0006939,rdfs:label,smooth muscle contraction
GO:0006950,rdfs:label,response to stress
GO:0006954,rdfs:label,inflammatory response
GO:0006970,rdfs:label,response to osmotic stress
GO:0006996,rdfs:label,organelle organization
GO:0007049,rdfs:label,cell cycle
GO:0007051,rdfs:label,spindle organization
GO:0007052,rdfs:label,mitotic spindle organization
GO:0007088,rdfs:label,regulation of mitotic nuclear division
GO:0007154,rdfs:label,cell communication
GO:0007165,rdfs:label,signal transduction
GO:0007417,rdfs:label,central nervous system development
GO:0007420,rdfs:label,brain development
GO:0007568,rdfs:label,aging
GO:0007586,rdfs:label,digestion
GO:0007588,rdfs:label,excretion
GO:0007596,rdfs:label,blood coagulation
GO:0007600,rdfs:label,sensory perception
GO:0007601,rdfs:label,visual perception
GO:0007605,rdfs:label,sensory perception of sound
GO:0007608,rdfs:label,sensory perception of smell
GO:0007610,rdfs:label,behavior
GO:0008016,rdfs:label,regulation of heart contraction
GO:0008104,rdfs:label,protein localization
GO:0008150,rdfs:label,biological process
GO:0008152,rdfs:label,metabolic process
GO:0008219,rdfs:label,cell death
GO:0008283,rdfs:label,cell population proliferation
GO:0008517,rdfs:label,folic acid transporter activity
GO:0009058,rdfs:label,biosynthetic process
GO:0009101,rdfs:label,glycoprotein biosynthetic process
GO:0009116,rdfs:label,nucleoside metabolic process
GO:0009117,rdfs:label,nucleotide metabolic process
GO:0009119,rdfs:label,ribonucleoside metabolic process
GO:0009123,rdfs:label,nucleoside monophosphate metabolic process
GO:0009124,rdfs:label,nucleoside monophosphate biosynthetic process
GO:0009126,rdfs:label,purine nucleoside monophosphate metabolic process
GO:0009127,rdfs:label,purine nucleoside monophosphate biosynthetic process
GO:0009141,rdfs:label,nucleoside triphosphate metabolic process
GO:0009142,rdfs:label,nucleoside triphosphate biosynthetic process
GO:0009144,rdfs:label,purine nucleoside triphosphate metabolic process
GO:0009145,rdfs:label,purine nucleoside triphosphate biosynthetic process
GO:0009150,rdfs:label,purine ribonucleotide metabolic process
GO:0009152,rdfs:label,purine ribonucleotide biosynthetic process
GO:0009156,rdfs:label,ribonucleoside monophosphate biosynthetic process
GO:0009161,rdfs:label,ribonucleoside monophosphate metabolic process
GO:0009163,rdfs:label,nucleoside biosynthetic process
GO:0009165,rdfs:label,nucleotide biosynthetic process
GO:0009167,rdfs:label,purine ribonucleoside monophosphate metabolic process
GO:0009168,rdfs:label,purine ribonucleoside monophosphate biosynthetic process
GO:0009199,rdfs:label,ribonucleoside triphosphate metabolic process
GO:0009201,rdfs:label,ribonucleoside triphosphate biosynthetic process
GO:0009205,rdfs:label,purine ribonucleoside triphosphate metabolic process
GO:0009206,rdfs:label,purine ribonucleoside triphosphate biosynthetic process
GO:0009235,rdfs:label,cobalamin metabolic process
GO:0009259,rdfs:label,ribonucleotide metabolic process
GO:0009260,rdfs:label,ribonucleotide biosynthetic process
GO:0009277,rdfs:label,fungal-type cell wall
GO:0009279,rdfs:label,cell outer membrane
GO:0009306,rdfs:label,protein secretion
GO:0009314,rdfs:label,response to radiation
GO:0009408,rdfs:label,response to heat
GO:0009409,rdfs:label,response to cold
GO:0009414,rdfs:label,response to water deprivation
GO:0009415,rdfs:label,response to water stimulus
GO:0009507,rdfs:label,chloroplast
GO:0009526,rdfs:label,plastid envelope
GO:0009536,rdfs:label,plastid
GO:0009537,rdfs:label,proplastid
GO:0009611,rdfs:label,response to wounding
GO:0009615,rdfs:label,response to virus
GO:0009628,rdfs:label,response to abiotic stimulus
GO:0009856,rdfs:label,pollination
GO:0009941,rdfs:label,chloroplast envelope
GO:0009987,rdfs:label,cellular process
GO:0010226,rdfs:label,response to lithium ion
GO:0010468,rdfs:label,regulation of gene expression
GO:0010543,rdfs:label,regulation of platelet activation
GO:0010876,rdfs:label,lipid localization
GO:0010960,rdfs:label,magnesium ion homeostasis
GO:0012505,rdfs:label,endomembrane system
GO:0012506,rdfs:label,vesicle membrane
GO:0012507,rdfs:label,ER to Golgi transport vesicle membrane
GO:0012511,rdfs:label,monolayer-surrounded lipid storage body
GO:0014069,rdfs:label,postsynaptic density
GO:0014072,rdfs:label,response to opiate
GO:0014831,rdfs:label,gastro-intestinal system smooth muscle contraction
GO:0014848,rdfs:label,urinary tract smooth muscle contraction
GO:0015031,rdfs:label,protein transport
GO:0015630,rdfs:label,microtubule cytoskeleton
GO:0015884,rdfs:label,folic acid transport
GO:0015939,rdfs:label,pantothenate metabolic process
GO:0016020,rdfs:label,membrane
GO:0016023,rdfs:label,cytoplasmic membrane-bounded vesicle
GO:0016043,rdfs:label,cellular component organization
GO:0016119,rdfs:label,carotene metabolic process
GO:0016246,rdfs:label,RNA interference
GO:0018130,rdfs:label,heterocycle biosynthetic process
GO:0019233,rdfs:label,sensory perception of pain
GO:0019438,rdfs:label,aromatic compound biosynthetic process
GO:0019538,rdfs:label,protein metabolic process
GO:0019637,rdfs:label,organophosphate metabolic process
GO:0019693,rdfs:label,ribose phosphate metabolic process
GO:0019867,rdfs:label,outer membrane
GO:0022402,rdfs:label,cell cycle process
GO:0023014,rdfs:label,signal transduction by phosphorylation
GO:0030075,rdfs:label,bacterial thylakoid
GO:0030101,rdfs:label,natural killer cell activation
GO:0030133,rdfs:label,transport vesicle
GO:0030134,rdfs:label,ER to Golgi transport vesicle
GO:0030135,rdfs:label,coated vesicle
GO:0030155,rdfs:label,regulation of cell adhesion
GO:0030157,rdfs:label,pancreatic juice secretion
GO:0030168,rdfs:label,platelet activation
GO:0030218,rdfs:label,erythrocyte differentiation
GO:0030252,rdfs:label,growth hormone secretion
GO:0030284,rdfs:label,estrogen receptor activity
GO:0030312,rdfs:label,external encapsulating structure
GO:0030313,rdfs:label,cell envelope
GO:0030430,rdfs:label,host cell cytoplasm
GO:0030431,rdfs:label,sleep
GO:0030658,rdfs:label,transport vesicle membrane
GO:0030659,rdfs:label,cytoplasmic vesicle membrane
GO:0030662,rdfs:label,coated vesicle membrane
GO:0030667,rdfs:label,secretory granule membrane
GO:0031012,rdfs:label,extracellular matrix
GO:0031090,rdfs:label,organelle membrane
GO:0031410,rdfs:label,cytoplasmic vesicle
GO:0031427,rdfs:label,response to methotrexate
GO:0031644,rdfs:label,regulation of neurological system process
GO:0031960,rdfs:label,response to corticosteroid
GO:0031967,rdfs:label,organelle envelope
GO:0031969,rdfs:label,chloroplast membrane
GO:0031970,rdfs:label,organelle envelope lumen
GO:0031974,rdfs:label,membrane-enclosed lumen
GO:0031981,rdfs:label,nuclear lumen
GO:0032276,rdfs:label,regulation of gonadotropin secretion
GO:0032277,rdfs:label,negative regulation of gonadotropin secretion
GO:0032501,rdfs:label,multicellular organismal process
GO:0032502,rdfs:label,developmental process
GO:0032940,rdfs:label,secretion by cell
GO:0033142,rdfs:label,progesterone receptor binding
GO:0033273,rdfs:label,response to vitamin
GO:0033577,rdfs:label,protein glycosylation in endoplasmic reticulum
GO:0033643,rdfs:label,host cell part
GO:0033646,rdfs:label,host intracellular part
GO:0033687,rdfs:label,osteoblast proliferation
GO:0034097,rdfs:label,response to cytokine
GO:0034641,rdfs:label,cellular nitrogen compound metabolic process
GO:0034654,rdfs:label,nucleobase-containing compound biosynthetic process
GO:0035456,rdfs:label,response to interferon beta
GO:0035483,rdfs:label,gastric emptying
GO:0035812,rdfs:label,renal sodium excretion
GO:0035813,rdfs:label,regulation of renal sodium excretion
GO:0035814,rdfs:label,negative regulation of renal sodium excretion
GO:0035815,rdfs:label,positive regulation of renal sodium excretion
GO:0035932,rdfs:label,aldosterone secretion
GO:0036211,rdfs:label,protein modification process
GO:0036270,rdfs:label,response to diuretic
GO:0036271,rdfs:label,response to methylphenidate
GO:0036272,rdfs:label,response to gemcitabine
GO:0036273,rdfs:label,response to statin
GO:0036274,rdfs:label,response to lapatinib
GO:0036275,rdfs:label,response to 5' fluorouracil
GO:0036276,rdfs:label,response to antidepressant
GO:0036277,rdfs:label,response to anticonvulsant
GO:0036287,rdfs:label,response to iloperidone
GO:0036288,rdfs:label,response to ximelagatran
GO:0038023,rdfs:label,signaling receptor activity
GO:0040012,rdfs:label,regulation of locomotion
GO:0040013,rdfs:label,negative regulation of locomotion
GO:0040017,rdfs:label,positive regulation of locomotion
GO:0042025,rdfs:label,host cell nucleus
GO:0042060,rdfs:label,wound healing
GO:0042110,rdfs:label,T cell activation
GO:0042116,rdfs:label,macrophage activation
GO:0042170,rdfs:label,plastid membrane
GO:0042278,rdfs:label,purine nucleoside metabolic process
GO:0042322,rdfs:label,"negative regulation of circadian sleep/wake cycle, REM sleep"
GO:0042360,rdfs:label,vitamin E metabolic process
GO:0042451,rdfs:label,purine nucleoside biosynthetic process
GO:0042455,rdfs:label,ribonucleoside biosynthetic process
GO:0042476,rdfs:label,odontogenesis
GO:0042493,rdfs:label,response to drug
GO:0042538,rdfs:label,hyperosmotic salinity response
GO:0042592,rdfs:label,homeostatic process
GO:0042593,rdfs:label,glucose homeostasis
GO:0042630,rdfs:label,behavioral response to water deprivation
GO:0042747,rdfs:label,"circadian sleep/wake cycle, REM sleep"
GO:0042748,rdfs:label,"circadian sleep/wake cycle, non-REM sleep"
GO:0042752,rdfs:label,regulation of circadian rhythm
GO:0043005,rdfs:label,neuron projection
GO:0043084,rdfs:label,penile erection
GO:0043170,rdfs:label,macromolecule metabolic process
GO:0043209,rdfs:label,myelin sheath
GO:0043226,rdfs:label,organelle
GO:0043227,rdfs:label,membrane-bounded organelle
GO:0043229,rdfs:label,intracellular organelle
GO:0043230,rdfs:label,extracellular organelle
GO:0043231,rdfs:label,intracellular membrane-bounded organelle
GO:0043232,rdfs:label,intracellular non-membrane-bounded organelle
GO:0043278,rdfs:label,response to morphine
GO:0043400,rdfs:label,cortisol secretion
GO:0043412,rdfs:label,macromolecule modification
GO:0043413,rdfs:label,macromolecule glycosylation
GO:0043590,rdfs:label,bacterial nucleoid
GO:0043655,rdfs:label,extracellular space of host
GO:0043656,rdfs:label,intracellular region of host
GO:0043657,rdfs:label,host cell
GO:0044057,rdfs:label,regulation of system process
GO:0044058,rdfs:label,regulation of digestive system process
GO:0044062,rdfs:label,regulation of excretion
GO:0044217,rdfs:label,other organism part
GO:0044237,rdfs:label,cellular metabolic process
GO:0044238,rdfs:label,primary metabolic process
GO:0044249,rdfs:label,cellular biosynthetic process
GO:0044260,rdfs:label,cellular macromolecule metabolic process
GO:0044267,rdfs:label,cellular protein metabolic process
GO:0044271,rdfs:label,cellular nitrogen compound biosynthetic process
GO:0044403,rdfs:label,"symbiosis, encompassing mutualism through parasitism"
GO:0044419,rdfs:label,interspecies interaction between organisms
GO:0044421,rdfs:label,extracellular region part
GO:0044422,rdfs:label,organelle part
GO:0044424,rdfs:label,intracellular part
GO:0044425,rdfs:label,membrane part
GO:0044428,rdfs:label,nuclear part
GO:0044429,rdfs:label,mitochondrial part
GO:0044430,rdfs:label,cytoskeletal part
GO:0044433,rdfs:label,cytoplasmic vesicle part
GO:0044434,rdfs:label,chloroplast part
GO:0044435,rdfs:label,plastid part
GO:0044444,rdfs:label,cytoplasmic part
GO:0044446,rdfs:label,intracellular organelle part
GO:0044456,rdfs:label,synapse part
GO:0044462,rdfs:label,external encapsulating structure part
GO:0044464,rdfs:label,cell part
GO:0044691,rdfs:label,tooth eruption
GO:0044699,rdfs:label,single-organism process
GO:0044700,rdfs:label,single organism signaling
GO:0044707,rdfs:label,single-multicellular organism process
GO:0044710,rdfs:label,single-organism metabolic process
GO:0044763,rdfs:label,single-organism cellular process
GO:0044765,rdfs:label,single-organism transport
GO:0044767,rdfs:label,single-organism developmental process
GO:0045121,rdfs:label,membrane raft
GO:0045184,rdfs:label,establishment of protein localization
GO:0045202,rdfs:label,synapse
GO:0045321,rdfs:label,leukocyte activation
GO:0045822,rdfs:label,negative regulation of heart contraction
GO:0045823,rdfs:label,positive regulation of heart contraction
GO:0045839,rdfs:label,negative regulation of mitotic nuclear division
GO:0046034,rdfs:label,ATP metabolic process
GO:0046128,rdfs:label,purine ribonucleoside metabolic process
GO:0046129,rdfs:label,purine ribonucleoside biosynthetic process
GO:0046390,rdfs:label,ribose phosphate biosynthetic process
GO:0046483,rdfs:label,heterocycle metabolic process
GO:0046655,rdfs:label,folic acid metabolic process
GO:0046677,rdfs:label,response to antibiotic
GO:0046858,rdfs:label,chlorosome
GO:0046877,rdfs:label,regulation of saliva secretion
GO:0046878,rdfs:label,positive regulation of saliva secretion
GO:0046879,rdfs:label,hormone secretion
GO:0046883,rdfs:label,regulation of hormone secretion
GO:0048046,rdfs:label,apoplast
GO:0048103,rdfs:label,somatic stem cell division
GO:0048513,rdfs:label,organ development
GO:0048583,rdfs:label,regulation of response to stimulus
GO:0048731,rdfs:label,system development
GO:0050708,rdfs:label,regulation of protein secretion
GO:0050727,rdfs:label,regulation of inflammatory response
GO:0050728,rdfs:label,negative regulation of inflammatory response
GO:0050729,rdfs:label,positive regulation of inflammatory response
GO:0050777,rdfs:label,negative regulation of immune response
GO:0050789,rdfs:label,regulation of biological process
GO:0050794,rdfs:label,regulation of cellular process
GO:0050865,rdfs:label,regulation of cell activation
GO:0050896,rdfs:label,response to stimulus
GO:0050909,rdfs:label,sensory perception of taste
GO:0050913,rdfs:label,sensory perception of bitter taste
GO:0050916,rdfs:label,sensory perception of sweet taste
GO:0051046,rdfs:label,regulation of secretion
GO:0051180,rdfs:label,vitamin transport
GO:0051181,rdfs:label,cofactor transport
GO:0051186,rdfs:label,cofactor metabolic process
GO:0051234,rdfs:label,establishment of localization
GO:0051301,rdfs:label,cell division
GO:0051384,rdfs:label,response to glucocorticoid
GO:0051641,rdfs:label,cellular localization
GO:0051646,rdfs:label,mitochondrion localization
GO:0051649,rdfs:label,establishment of localization in cell
GO:0051701,rdfs:label,interaction with host
GO:0051716,rdfs:label,cellular response to stimulus
GO:0051726,rdfs:label,regulation of cell cycle
GO:0051930,rdfs:label,regulation of sensory perception of pain
GO:0052047,rdfs:label,interaction with other organism via secreted substance involved in symbiotic interaction
GO:0052048,rdfs:label,interaction with host via secreted substance involved in symbiotic interaction
GO:0055062,rdfs:label,phosphate ion homeostasis
GO:0055069,rdfs:label,zinc ion homeostasis
GO:0055074,rdfs:label,calcium ion homeostasis
GO:0055086,rdfs:label,nucleobase-containing small molecule metabolic process
GO:0060004,rdfs:label,reflex
GO:0060073,rdfs:label,micturition
GO:0060087,rdfs:label,relaxation of vascular smooth muscle
GO:0060278,rdfs:label,regulation of ovulation
GO:0060279,rdfs:label,positive regulation of ovulation
GO:0060453,rdfs:label,regulation of gastric acid secretion
GO:0060454,rdfs:label,positive regulation of gastric acid secretion
GO:0060455,rdfs:label,negative regulation of gastric acid secretion
GO:0061041,rdfs:label,regulation of wound healing
GO:0061042,rdfs:label,vascular wound healing
GO:0061045,rdfs:label,negative regulation of wound healing
GO:0061476,rdfs:label,response to anticoagulant
GO:0061477,rdfs:label,response to aromatase inhibitor
GO:0061478,rdfs:label,response to platelet aggregation inhibitor
GO:0061479,rdfs:label,response to reverse transcriptase inhibitor
GO:0061533,rdfs:label,"norepinephrine secretion, neurotransmission"
GO:0065010,rdfs:label,extracellular membrane-bounded organelle
GO:0070062,rdfs:label,extracellular vesicular exosome
GO:0070085,rdfs:label,glycosylation
GO:0070092,rdfs:label,regulation of glucagon secretion
GO:0070094,rdfs:label,positive regulation of glucagon secretion
GO:0070527,rdfs:label,platelet aggregation
GO:0071214,rdfs:label,cellular response to abiotic stimulus
GO:0071467,rdfs:label,cellular response to pH
GO:0071704,rdfs:label,organic substance metabolic process
GO:0071944,rdfs:label,cell periphery
GO:0072521,rdfs:label,purine-containing compound metabolic process
GO:0072522,rdfs:label,purine-containing compound biosynthetic process
GO:0072710,rdfs:label,response to hydroxyurea
GO:0072718,rdfs:label,response to cisplatin
GO:0072758,rdfs:label,response to topoisomerase inhibitor
GO:0090257,rdfs:label,regulation of muscle system process
GO:0090330,rdfs:label,regulation of platelet aggregation
GO:0090331,rdfs:label,negative regulation of platelet aggregation
GO:0090407,rdfs:label,organophosphate biosynthetic process
GO:0097327,rdfs:label,response to antineoplastic agent
GO:0097328,rdfs:label,response to carboplatin
GO:0097329,rdfs:label,response to antimetabolite
GO:0097330,rdfs:label,response to 5-fluoro-2'-deoxyuridine
GO:0097331,rdfs:label,response to cytarabine
GO:0097332,rdfs:label,response to antipsychotic drug
GO:0097333,rdfs:label,response to olanzapine
GO:0097334,rdfs:label,response to perphenazine
GO:0097335,rdfs:label,response to quetiapine
GO:0097336,rdfs:label,response to risperidone
GO:0097337,rdfs:label,response to ziprasidone
GO:0097338,rdfs:label,response to clozapine
GO:0097366,rdfs:label,response to bronchodilator
GO:0098900,rdfs:label,regulation of action potential
GO:0098901,rdfs:label,regulation of cardiac muscle cell action potential
GO:0120060,rdfs:label,regulation of gastric emptying
GO:0120061,rdfs:label,negative regulation of gastric emptying
GO:0120062,rdfs:label,positive regulation of gastric emptying
GO:1900133,rdfs:label,regulation of renin secretion into blood stream
GO:1900134,rdfs:label,negative regulation of renin secretion into blood stream
GO:1900135,rdfs:label,positive regulation of renin secretion into blood stream
GO:1901135,rdfs:label,carbohydrate derivative metabolic process
GO:1901137,rdfs:label,carbohydrate derivative biosynthetic process
GO:1901293,rdfs:label,nucleoside phosphate biosynthetic process
GO:1901360,rdfs:label,organic cyclic compound metabolic process
GO:1901362,rdfs:label,organic cyclic compound biosynthetic process
GO:1901554,rdfs:label,response to acetaminophen
GO:1901555,rdfs:label,response to paclitaxel
GO:1901556,rdfs:label,response to candesartan
GO:1901557,rdfs:label,response to fenofibrate
GO:1901558,rdfs:label,response to metformin
GO:1901559,rdfs:label,response to ribavirin
GO:1901563,rdfs:label,response to camptothecin
GO:1901564,rdfs:label,organonitrogen compound metabolic process
GO:1901566,rdfs:label,organonitrogen compound biosynthetic process
GO:1901576,rdfs:label,organic substance biosynthetic process
GO:1901657,rdfs:label,glycosyl compound metabolic process
GO:1901659,rdfs:label,glycosyl compound biosynthetic process
GO:1901731,rdfs:label,positive regulation of platelet aggregation
GO:1901905,rdfs:label,response to tamsulosin
GO:1902518,rdfs:label,response to cyclophosphamide
GO:1902519,rdfs:label,response to docetaxel
GO:1902520,rdfs:label,response to doxorubicin
GO:1902521,rdfs:label,response to etoposide
