SourceTermID	SourceTerm	MappedTermLabel	MappedTermCURIE	MappedTermIRI	MappingScore	Tags	Ontology
SSQFEV_C	Coxiella Burnetii (Q Fever) Antibodies - Serum (Surplus)				0.0	unmapped	EFO
SSSAL_D	Salmonella & Campylobacter Antibodies (Surplus)				0.0	unmapped	EFO
SSTERP_H	Terpenes – Serum (Surplus)				0.0	unmapped	EFO
SSTFR_A	Transferrin Receptor - Pregnant Women (Surplus)				0.0	unmapped,unmapped	EFO
SSTFR_B	Transferrin Receptor - Pregnant Women (Surplus)				0.0	unmapped,unmapped	EFO
SSTOCA_G	Antibody to Toxocara spp. (Surplus)				0.0	unmapped,unmapped	EFO
SSTOCA_H	Antibody to Toxocara spp. (Surplus)				0.0	unmapped,unmapped	EFO
SSTOXO_F	Toxoplasma Gondii Antibody - Serum (Surplus)				0.0	unmapped	EFO
SSTOXO_G	Toxoplasma gondii Antibody - Serum (Surplus)				0.0	unmapped,unmapped	EFO
SSTOXO_H	Toxoplasma gondii Antibody - Serum (Surplus)				0.0	unmapped,unmapped	EFO
SSTROP_A	High-sensitivity cardiac troponins (Surplus)				0.0	unmapped	EFO
SSUCSH_A	Cytomegalovirus shedding - Urine (Surplus)				0.0	unmapped	EFO
SSUE10_R	Sodium, Potassium & Chloride - Casual Urine				0.0	unmapped	EFO
SSUIFG_R	Iodine - Urine - Pregnant Women (Surplus)				0.0	unmapped	EFO
SSUVOC_D	Volatile Organic Compound (VOC) Metabolites - Urine (Surplus)				0.0	unmapped	EFO
SSUVOC_J	Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus)				0.0	unmapped	EFO
SSVARI_A	Varicella-Zoster Virus Antibody (Surplus)				0.0	unmapped,unmapped,unmapped	EFO
SSVARI_B	Varicella-Zoster Virus Antibody (Surplus)				0.0	unmapped,unmapped,unmapped	EFO
SSVARI_C	Varicella-Zoster Virus Antibody (Surplus)				0.0	unmapped,unmapped,unmapped	EFO
SUQ_K_R	Salt Use				0.0	unmapped	EFO
SWA_C_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Prototype Line Blot Assay - Youth				0.0	unmapped	EFO
SWR_C_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array - Youth				0.0	unmapped,unmapped,unmapped	EFO
SWR_D_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array - Youth				0.0	unmapped,unmapped,unmapped,unmapped	EFO
SWR_E_R	Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array - Youth				0.0	unmapped,unmapped,unmapped,unmapped	EFO
TB_G	Tuberculosis - Quantiferon_In_Gold				0.0	unmapped	EFO
TB_K_R	Tuberculosis - Quantiferon TB Gold Plus				0.0	unmapped	EFO
TELO_A	Telomere Mean and Standard Deviation (Surplus)				0.0	unmapped,unmapped	EFO
TELO_B	Telomere Mean and Standard Deviation (Surplus)				0.0	unmapped,unmapped	EFO
TGEMA_F	Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA)				0.0	unmapped,unmapped,unmapped	EFO
TGEMA_G	Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA)				0.0	unmapped,unmapped,unmapped	EFO
TGEMA_H	Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA)				0.0	unmapped,unmapped,unmapped	EFO
THYD_K_R	Thyroid Profile - Serum				0.0	unmapped	EFO
THYROD_E	Thyroid Profile				0.0	unmapped,unmapped,unmapped	EFO
THYROD_F	Thyroid Profile				0.0	unmapped,unmapped,unmapped	EFO
THYROD_G	Thyroid Profile				0.0	unmapped,unmapped,unmapped	EFO
TRIA_J_R	Trichomonas - Urine - Adult				0.0	unmapped,unmapped	EFO
TRIGLY_D	Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)				0.0	unmapped	EFO
TSNA_H	Tobacco-specific Nitrosamines (TSNAs) - Urine				0.0	unmapped	EFO
TST_H	Sex Steroid Hormone - Serum				0.0	unmapped,unmapped	EFO
TST_I	Sex Steroid Hormone - Serum				0.0	unmapped,unmapped	EFO
TST_K_R	Sex Steroid Hormone Panel - Serum				0.0	unmapped	EFO
U1CF_H_R	Caffeine - 24-Hour Urine - First Collection				0.0	unmapped	EFO
U1FL_H_R	Fluoride- 24-Hour Urine - First Collection				0.0	unmapped	EFO
U1IO_H_R	Iodine - 24-Hour Urine - First Collection				0.0	unmapped	EFO
U1KM_H_R	Kidney Markers - 24-Hour Urine - First Collection				0.0	unmapped	EFO
U1LT_H_R	Electrolytes - 24-Hour Urine - First Collection				0.0	unmapped	EFO
U1PN_H_R	Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection				0.0	unmapped	EFO
U1PT_H_R	Phytoestrogen- 24-Hour Urine - First Collection				0.0	unmapped	EFO
U2CF_H_R	Caffeine - 24-Hour Urine - Second Collection				0.0	unmapped	EFO
U2FL_H_R	Fluoride- 24-Hour Urine - Second Collection				0.0	unmapped	EFO
U2IO_H_R	Iodine - 24-Hour Urine - Second Collection				0.0	unmapped	EFO
U2KM_H_R	Kidney Markers - 24-Hour Urine - Second Collection				0.0	unmapped	EFO
U2LT_H_R	Electrolytes - 24-Hour Urine - Second Collection				0.0	unmapped	EFO
U2PN_H_R	Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - Second Collection				0.0	unmapped	EFO
U2PT_H_R	Phytoestrogen- 24-Hour Urine - Second Collection				0.0	unmapped	EFO
UADM_I	Aromatic Diamines - Urine				0.0	unmapped	EFO
UAM_E	Atrazine and Metabolites				0.0	unmapped	EFO
UAS_D	Arsenics - Total & Speciated - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UAS_E	Arsenics - Total & Speciated - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UAS_F	Arsenics - Total & Speciated - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UAS_G	Arsenics - Total & Speciated - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UAS_H	Arsenics - Speciated - Urine				0.0	unmapped,unmapped,unmapped	EFO
UAS_I	Speciated Arsenics - Urine				0.0	unmapped	EFO
UAS_J	Arsenics - Speciated - Urine				0.0	unmapped,unmapped,unmapped	EFO
UASS_G	Arsenics - Total & Speciated - Urine - Special Sample				0.0	unmapped	EFO
UASS_H	Arsenics - Speciated - Urine - Special Sample				0.0	unmapped	EFO
UASS_I	Speciated Arsenics - Urine - Special Sample				0.0	unmapped	EFO
UCM_J	Chromium - Urine				0.0	unmapped,unmapped	EFO
UCOSMO_F	Osmolality - Urine				0.0	unmapped,unmapped	EFO
UCOSMO_G	Osmolality - Urine				0.0	unmapped,unmapped	EFO
UCOT_H	Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine				0.0	unmapped,unmapped,unmapped	EFO
UCOT_I	Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine				0.0	unmapped,unmapped,unmapped	EFO
UCOT_J	Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine				0.0	unmapped,unmapped,unmapped	EFO
UCOTS_H	Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine - Special Sample				0.0	unmapped,unmapped	EFO
UCOTS_I	Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine - Special Sample				0.0	unmapped,unmapped	EFO
UFLDE_I	Fluoride - Urine				0.0	unmapped	EFO
UHG_D	Mercury: Inorganic - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UHG_E	Mercury: Inorganic - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UHG_F	Mercury: Inorganic - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UHG_G	Mercury: Inorganic - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UHG_H	Mercury: Inorganic - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UHG_I	Mercury: Inorganic - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UHG_J	Mercury: Inorganic - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UHM_D	Metals - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UHM_E	Metals - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UHM_F	Metals - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UHM_G	Metals - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UHMS_G	Metals - Urine - Special Sample				0.0	unmapped,unmapped,unmapped	EFO
UIO_D	Iodine - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UIO_E	Iodine - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UIO_F	Iodine - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UIO_G	Iodine - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UIO_H	Iodine - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UIO_I	Iodine - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UIO_J	Iodine - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UM_H	Metals - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UM_I	Metals - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UM_J	Metals - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UM_J_R	Lead (Youth), Strontium, and Uranium				0.0	unmapped	EFO
UMS_H	Metals - Urine - Special Sample				0.0	unmapped,unmapped,unmapped	EFO
UMS_I	Metals - Urine - Special Sample				0.0	unmapped,unmapped,unmapped	EFO
UNI_J	Nickel - Urine				0.0	unmapped,unmapped	EFO
UPHOPM_E	Pyrethroids, Herbicides, & OP Metabolites - Urine				0.0	unmapped,unmapped	EFO
UPHOPM_F	Pyrethroids, Herbicides, & OP Metabolites - Urine				0.0	unmapped,unmapped	EFO
UPHOPM_G	Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine				0.0	unmapped,unmapped	EFO
UPHOPM_H	Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine				0.0	unmapped,unmapped	EFO
UPHOPM_I	Pyrethroids, Herbicides, & Organophosphorus Metabolites				0.0	unmapped	EFO
UPP_D	Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UPP_E	Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UR1_H_R	24-Hour Urine Collection Data Processing - First Collection				0.0	unmapped	EFO
UR2_H_R	24-Hour Urine Collection Data Processing - SecondCollection				0.0	unmapped	EFO
UTAS_H	Arsenic - Total - Urine				0.0	unmapped,unmapped,unmapped,unmapped	EFO
UTAS_I	Arsenic - Total - Urine				0.0	unmapped,unmapped,unmapped,unmapped	EFO
UTAS_J	Arsenic - Total - Urine				0.0	unmapped,unmapped,unmapped,unmapped	EFO
UTASS_H	Arsenic - Total - Urine - Special Sample				0.0	unmapped,unmapped	EFO
UTASS_I	Arsenic - Total - Urine - Special Sample				0.0	unmapped,unmapped	EFO
UVOC_G	Volatile Organic Compound (VOC) Metabolites - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UVOC_H	Volatile Organic Compound (VOC) Metabolites - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UVOC_J	Volatile Organic Compound (VOC) Metabolites - Urine				0.0	unmapped,unmapped,unmapped,unmapped,unmapped	EFO
UVOCS_G	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample				0.0	unmapped,unmapped,unmapped	EFO
UVOCS_H	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample				0.0	unmapped,unmapped,unmapped	EFO
UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample				0.0	unmapped,unmapped,unmapped	EFO
VARLK_C	Food Frequency Questionnaire - Look-Up Table VARLOOK 				0.0	unmapped,unmapped	EFO
VARLK_D	Food Frequency Questionnaire - Look-Up Table VARLOOK 				0.0	unmapped,unmapped	EFO
VCWB_K_R	Volatile Organic Compounds - A-Pinene - Blood				0.0	unmapped	EFO
VID_2_00	Vitamin D, Second Exam				0.0	unmapped,unmapped	EFO
VID_2_B	Vitamin D, Second Exam				0.0	unmapped,unmapped	EFO
VIT_2_B	Vitamin A, Vitamin E, & Carotenoids, Second Exam				0.0	unmapped	EFO
VIT_2_R	Vitamin A & Vitamin E, Second Exam				0.0	unmapped	EFO
VITAEC_D	Vitamin A, Vitamin E & Carotenoids				0.0	unmapped,unmapped,unmapped,unmapped	EFO
VITAEC_J	Vitamin A, Vitamin E & Carotenoids				0.0	unmapped,unmapped,unmapped,unmapped	EFO
VNA_H	Volatile N-Nitrosamine Compounds (VNAs) - Urine				0.0	unmapped	EFO
VNAS_H	Volatile N-Nitrosamine Compounds (VNAs) - Urine - Special Sample				0.0	unmapped	EFO
VOC_D	Volatile Organic Compounds - Water & Related Questionnaire Items				0.0	unmapped,unmapped	EFO
VOC_E	Volatile Organic Compounds - Water & Related Questionnaire Items				0.0	unmapped,unmapped	EFO
VOC_F	Volatile Organic Compounds (VOCs) - Water				0.0	unmapped	EFO
VOCMWB_E	Volatile Organic Compounds - Trihalomethanes/MTBE/Nitromethane - Blood				0.0	unmapped	EFO
VOCMWB_F	Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood				0.0	unmapped,unmapped	EFO
VOCMWB_G	Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood				0.0	unmapped,unmapped	EFO
VOCWB_D	Volatile Organic Compounds - Blood & Related Questionnaire Items				0.0	unmapped,unmapped	EFO
VOCWB_E	Volatile Organic Compounds - Blood & Related Questionnaire Items				0.0	unmapped,unmapped	EFO
VOCWB_F	Volatile Organic Compounds (VOCs) - Blood				0.0	unmapped,unmapped	EFO
VOCWB_G	Volatile Organic Compounds (VOCs) - Blood				0.0	unmapped,unmapped	EFO
VOCWB_H	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood				0.0	unmapped,unmapped,unmapped,unmapped	EFO
VOCWB_I	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood				0.0	unmapped,unmapped,unmapped,unmapped	EFO
VOCWB_J	Volatile Organic Compounds and Trihalomethanes/MTBE - Blood				0.0	unmapped,unmapped,unmapped,unmapped	EFO
VOCWBS_H	Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample				0.0	unmapped	EFO
VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample				0.0	unmapped	EFO
VTQ_F	Volatile Toxicant (Subsample)				0.0	unmapped,unmapped,unmapped	EFO
VTQ_G	Volatile Toxicant (Subsample)				0.0	unmapped,unmapped,unmapped	EFO
VTQ_H	Volatile Toxicant (Subsample)				0.0	unmapped,unmapped,unmapped	EFO
VTQ_I	Volatile Toxicant				0.0	unmapped,unmapped,unmapped	EFO
VTQ_J	Volatile Toxicant				0.0	unmapped,unmapped,unmapped	EFO
WHQ	Weight History				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQ_B	Weight History				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQ_C	Weight History				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQ_D	Weight History				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQ_E	Weight History				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQ_F	Weight History				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQ_G	Weight History				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQ_H	Weight History				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQ_I	Weight History				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQ_J	Weight History				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQMEC_D	Weight History - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQMEC_E	Weight History - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQMEC_F	Weight History - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQMEC_G	Weight History - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQMEC_H	Weight History - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQMEC_I	Weight History - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WHQMEC_J	Weight History - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	EFO
WPIN_D	Perchlorate, Nitrate & Iodide - Tap Water				0.0	unmapped	EFO
YDQ	Mental Health Diagnostic Interview - Youth 				0.0	unmapped	EFO
YDQC	Mental Health - Conduct Disorder - Youth, Parent Version				0.0	unmapped	EFO
YDQD	Mental Health - Major Depression/Dysthymic Disorder - Youth				0.0	unmapped	EFO
YDQE	Mental Health - Eating Disorders - Youth				0.0	unmapped	EFO
YDQL	Mental Health - Elimination Disorders - Youth				0.0	unmapped	EFO
AA_H	Aromatic Amines - Urine	Aromatic Amines	NCIT:C1815	http://purl.obolibrary.org/obo/NCIT_C1815	0.935	None	NCIT
AAS_H	Aromatic Amines - Urine - Special Sample	Aromatic Amines	NCIT:C1815	http://purl.obolibrary.org/obo/NCIT_C1815	0.726	None	NCIT
ACQ	Acculturation	Acculturation	NCIT:C93211	http://purl.obolibrary.org/obo/NCIT_C93211	0.991	None	NCIT
AGQ_D	Allergy	Allergic Reaction	NCIT:C114476	http://purl.obolibrary.org/obo/NCIT_C114476	0.947	None	NCIT
ALB_CR_D	Albumin & Creatinine - Urine	Albumin To Creatinine Protein Ratio Measurement	NCIT:C74761	http://purl.obolibrary.org/obo/NCIT_C74761	0.759	None	NCIT
ALD_H	Aldehydes - Serum	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.839	None	NCIT
ALQ	Alcohol Use	Alcohol Use History	NCIT:C81229	http://purl.obolibrary.org/obo/NCIT_C81229	0.986	None	NCIT
ALQY_F_R	Alcohol Use - Youth	Alcohol Use History	NCIT:C81229	http://purl.obolibrary.org/obo/NCIT_C81229	0.859	None	NCIT
AMDGYD_D	Acrylamide & Glycidamide	Acrylamide	NCIT:C44329	http://purl.obolibrary.org/obo/NCIT_C44329	0.776	None	NCIT
APOB_E	Apolipoprotein B	Apolipoprotein B Measurement	NCIT:C74734	http://purl.obolibrary.org/obo/NCIT_C74734	0.991	None	NCIT
AQQ_E	Air Quality	EPA Air Quality Index	NCIT:C171587	http://purl.obolibrary.org/obo/NCIT_C171587	0.817	None	NCIT
ARQ_F	Arthritis	Arthritis	NCIT:C2883	http://purl.obolibrary.org/obo/NCIT_C2883	0.996	None	NCIT
ARX_F	Arthritis Body Measures	Arthritis, CTCAE	NCIT:C143299	http://purl.obolibrary.org/obo/NCIT_C143299	0.727	None	NCIT
AUQ	Audiometry	Audiometric Test	NCIT:C38036	http://purl.obolibrary.org/obo/NCIT_C38036	0.995	None	NCIT
AUXTYM	Audiometry - Tympanometry	Tympanometry	NCIT:C88505	http://purl.obolibrary.org/obo/NCIT_C88505	0.874	None	NCIT
B12_D	Vitamin B12	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.989	None	NCIT
B27_F_R	Human Leukocyte Antigen B-27	MHC Class II Protein	NCIT:C20705	http://purl.obolibrary.org/obo/NCIT_C20705	0.881	None	NCIT
BAQ	Balance	Balance	NCIT:C73497	http://purl.obolibrary.org/obo/NCIT_C73497	0.993	None	NCIT
BAQ_K_R	Standing Balance	Balance	NCIT:C73497	http://purl.obolibrary.org/obo/NCIT_C73497	0.724	None	NCIT
BAX	Balance	Balance	NCIT:C73497	http://purl.obolibrary.org/obo/NCIT_C73497	0.993	None	NCIT
BHQ_D	Bowel Health	Intestine	NCIT:C12736	http://purl.obolibrary.org/obo/NCIT_C12736	0.865	None	NCIT
BIX	Bioelectrical Impedance Analysis	Bioelectric Impedance Analysis	NCIT:C43545	http://purl.obolibrary.org/obo/NCIT_C43545	0.991	None	NCIT
BMX	Body Measures	Body Fat Measurement	NCIT:C122232	http://purl.obolibrary.org/obo/NCIT_C122232	0.711	None	NCIT
BPQ	Blood Pressure & Cholesterol	Blood Pressure	NCIT:C54706	http://purl.obolibrary.org/obo/NCIT_C54706	0.726	None	NCIT
BPX	Blood Pressure	Blood Pressure	NCIT:C54706	http://purl.obolibrary.org/obo/NCIT_C54706	0.987	None	NCIT
BPXO_J	Blood Pressure - Oscillometric Measurements	Oscillometric Blood Pressure Monitor	NCIT:C69319	http://purl.obolibrary.org/obo/NCIT_C69319	0.769	None	NCIT
CAFE_F	Caffeine & Caffeine Metabolites - Urine	Caffeine Measurement	NCIT:C75346	http://purl.obolibrary.org/obo/NCIT_C75346	0.895	None	NCIT
CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	Blood Cell Count with Differential	NCIT:C98494	http://purl.obolibrary.org/obo/NCIT_C98494	0.771	None	NCIT
CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	Blood Cell Count with Differential	NCIT:C98494	http://purl.obolibrary.org/obo/NCIT_C98494	0.771	None	NCIT
CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	Blood Cell Count with Differential	NCIT:C98494	http://purl.obolibrary.org/obo/NCIT_C98494	0.771	None	NCIT
CBC_J	Complete Blood Count with 5-Part Differential	Blood Cell Count with Differential	NCIT:C98494	http://purl.obolibrary.org/obo/NCIT_C98494	0.761	None	NCIT
CBQ_E	Consumer Behavior	Consumer Promotional Material	NCIT:C97015	http://purl.obolibrary.org/obo/NCIT_C97015	0.707	None	NCIT
CDQ	Cardiovascular Health	Cardiovascular System	NCIT:C12686	http://purl.obolibrary.org/obo/NCIT_C12686	0.91	None	NCIT
CFQ	Cognitive Functioning	Cognitive Function Subordinate Domain	NCIT:C122365	http://purl.obolibrary.org/obo/NCIT_C122365	0.904	None	NCIT
CHLA_J_R	Chlamydia - Urine - Adult	Chlamydia	NCIT:C76271	http://purl.obolibrary.org/obo/NCIT_C76271	0.724	None	NCIT
CHLM_G_R	Chlamydia - Urine - Youth	Chlamydia	NCIT:C76271	http://purl.obolibrary.org/obo/NCIT_C76271	0.804	None	NCIT
CHLMDA_D	Chlamydia & Gonorrhea - Urine	Gonorrhea	NCIT:C92950	http://purl.obolibrary.org/obo/NCIT_C92950	0.724	None	NCIT
CHLMDA_F	Chlamydia - Urine	Chlamydia	NCIT:C76271	http://purl.obolibrary.org/obo/NCIT_C76271	0.903	None	NCIT
CIQDEP_B	Mental Health - Depression	Depression, CTCAE	NCIT:C55447	http://purl.obolibrary.org/obo/NCIT_C55447	0.76	None	NCIT
CIQGAD	Mental Health - Generalized Anxiety Disorder	Generalized Anxiety Disorder	NCIT:C92622	http://purl.obolibrary.org/obo/NCIT_C92622	0.9	None	NCIT
CIQMDEP	Mental Health - Depression	Depression, CTCAE	NCIT:C55447	http://purl.obolibrary.org/obo/NCIT_C55447	0.76	None	NCIT
CIQPAN_B	Mental Health - Panic Disorder	Panic Disorder	NCIT:C34890	http://purl.obolibrary.org/obo/NCIT_C34890	0.809	None	NCIT
CKQ_G	Creatine Kinase	Creatine Kinase	NCIT:C113245	http://purl.obolibrary.org/obo/NCIT_C113245	0.991	None	NCIT
CMV_G	Cytomegalovirus IgG & IgM Antibodies - Serum	Cytomegalovirus IgM Antibody Measurement	NCIT:C96597	http://purl.obolibrary.org/obo/NCIT_C96597	0.827	None	NCIT
COT_D	Cotinine - Serum	Cotinine Measurement	NCIT:C92249	http://purl.obolibrary.org/obo/NCIT_C92249	0.815	None	NCIT
COT_H	Cotinine and Hydroxycotinine - Serum	Cotinine Measurement	NCIT:C92249	http://purl.obolibrary.org/obo/NCIT_C92249	0.784	None	NCIT
CRCO_I	Chromium & Cobalt	Dietary Chromium	NCIT:C68245	http://purl.obolibrary.org/obo/NCIT_C68245	0.751	None	NCIT
CRP_D	C-Reactive Protein (CRP)	C-Reactive Protein Measurement	NCIT:C64548	http://purl.obolibrary.org/obo/NCIT_C64548	0.851	None	NCIT
CSQ_G	Taste & Smell	Olfaction	NCIT:C17139	http://purl.obolibrary.org/obo/NCIT_C17139	0.743	None	NCIT
CVX	Cardiovascular Fitness	Cardiovascular	NCIT:C25292	http://purl.obolibrary.org/obo/NCIT_C25292	0.77	None	NCIT
DEET_E	DEET and Metabolites	Other Toxicity Studies: Metabolites	NCIT:C79395	http://purl.obolibrary.org/obo/NCIT_C79395	0.74	None	NCIT
DEMO_K_R	Demographic Variables	Demographic Data	NCIT:C142508	http://purl.obolibrary.org/obo/NCIT_C142508	0.755	None	NCIT
DEQ	Dermatology	Dermatology	NCIT:C16500	http://purl.obolibrary.org/obo/NCIT_C16500	0.995	None	NCIT
DIQ	Diabetes	Diabetes Mellitus	NCIT:C2985	http://purl.obolibrary.org/obo/NCIT_C2985	0.986	None	NCIT
DLQ_H	Disability	Disability	NCIT:C21007	http://purl.obolibrary.org/obo/NCIT_C21007	0.987	None	NCIT
