Variable,Table,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score,Tags,Ontology
DR2TCALC,DR2TOT_D,Calcium (mg),Dietary Calcium,NCIT:C68241,http://purl.obolibrary.org/obo/NCIT_C68241,0.9128705731375841,,NCIT
DR2TCALC,DR2TOT_E,Calcium (mg),Dietary Calcium,NCIT:C68241,http://purl.obolibrary.org/obo/NCIT_C68241,0.9128705731375841,,NCIT
DR2TCALC,DR2TOT_F,Calcium (mg),Dietary Calcium,NCIT:C68241,http://purl.obolibrary.org/obo/NCIT_C68241,0.9128705731375841,,NCIT
DR2TCALC,DR2TOT_G,Calcium (mg),Dietary Calcium,NCIT:C68241,http://purl.obolibrary.org/obo/NCIT_C68241,0.9128705731375841,,NCIT
DR2TCALC,DR2TOT_H,Calcium (mg),Dietary Calcium,NCIT:C68241,http://purl.obolibrary.org/obo/NCIT_C68241,0.9128705731375841,,NCIT
DR2TCALC,DR2TOT_I,Calcium (mg),Dietary Calcium,NCIT:C68241,http://purl.obolibrary.org/obo/NCIT_C68241,0.9128705731375841,,NCIT
DR2TCALC,DR2TOT_J,Calcium (mg),Dietary Calcium,NCIT:C68241,http://purl.obolibrary.org/obo/NCIT_C68241,0.9128705731375841,,NCIT
DR2TCALC,DR2TOT_C,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
DR2TCARB,DR2TOT_D,heart attack,myocardial infarction,EFO:0000612,http://www.ebi.ac.uk/efo/EFO_0000612,0.9873367109230459,age,EFO
DR2TCARB,DR2TOT_I,Linezolid 1,Linezolid,NCIT:C29158,http://purl.obolibrary.org/obo/NCIT_C29158,0.9627161529025445,,NCIT
DR2TCARB,DR2TOT_C,Carbohydrate (gm),Carbohydrate,NCIT:C344,http://purl.obolibrary.org/obo/NCIT_C344,0.9451593344173865,,NCIT
DR2TCARB,DR2TOT_D,Carbohydrate (gm),Carbohydrate,NCIT:C344,http://purl.obolibrary.org/obo/NCIT_C344,0.9451593344173865,,NCIT
DR2TCARB,DR2TOT_E,Carbohydrate (gm),Carbohydrate,NCIT:C344,http://purl.obolibrary.org/obo/NCIT_C344,0.9451593344173865,,NCIT
DR2TCARB,DR2TOT_F,Carbohydrate (gm),Carbohydrate,NCIT:C344,http://purl.obolibrary.org/obo/NCIT_C344,0.9451593344173865,,NCIT
DR2TCARB,DR2TOT_G,Carbohydrate (gm),Carbohydrate,NCIT:C344,http://purl.obolibrary.org/obo/NCIT_C344,0.9451593344173865,,NCIT
DR2TCARB,DR2TOT_H,Carbohydrate (gm),Carbohydrate,NCIT:C344,http://purl.obolibrary.org/obo/NCIT_C344,0.9451593344173865,,NCIT
DR2TCARB,DR2TOT_I,Carbohydrate (gm),Carbohydrate,NCIT:C344,http://purl.obolibrary.org/obo/NCIT_C344,0.9451593344173865,,NCIT
DR2TCARB,DR2TOT_J,Carbohydrate (gm),Carbohydrate,NCIT:C344,http://purl.obolibrary.org/obo/NCIT_C344,0.9451593344173865,,NCIT
DR2TCARB,DR2TOT_C,Dietary supplements,dietary supplement,FOODON:03401298,http://purl.obolibrary.org/obo/FOODON_03401298,0.942104503963398,,FOODON
DR2TCARB,DR2TOT_C,Flag:Insufficient sample,Insufficient Sample,NCIT:C131121,http://purl.obolibrary.org/obo/NCIT_C131121,0.8826927214495064,,NCIT
DR2TCARB,DR2TOT_G,Country of Birth,Birth Country Code,NCIT:C93516,http://purl.obolibrary.org/obo/NCIT_C93516,0.8627586507666644,,NCIT
DR2TCARB,DR2TOT_H,Fluorosis DI: #3,Dental Fluorosis,NCIT:C85059,http://purl.obolibrary.org/obo/NCIT_C85059,0.85830461914936,,NCIT
DR2TCARB,DR2TOT_C,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
DR2TCARB,DR2TOT_D,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
DR2TCARB,DR2TOT_E,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
DR2TCARB,DR2TOT_F,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
DR2TCARB,DR2TOT_G,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
DR2TCARB,DR2TOT_H,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
DR2TCARB,DR2TOT_I,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
DR2TCARB,DR2TOT_J,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
DR2TCARB,DR2TOT_J,estrogen/progestin patch,Combination Estrogen/Progestin Hormonal Contraception,NCIT:C179456,http://purl.obolibrary.org/obo/NCIT_C179456,0.8481471440470799,age,NCIT
DR2TCARB,DR2TOT_C,Total polyunsaturated fatty acids (gm),polyunsaturated fatty acid measurement,EFO:0010733,http://www.ebi.ac.uk/efo/EFO_0010733,0.8198719045264453,,EFO
DR2TCARB,DR2TOT_D,Total saturated fatty acids (gm),Saturated Fatty Acid,NCIT:C68421,http://purl.obolibrary.org/obo/NCIT_C68421,0.807265787011576,,NCIT
DR2TCARB,DR2TOT_E,14-Dichlorobenzene,Paradichlorobenzene,NCIT:C44297,http://purl.obolibrary.org/obo/NCIT_C44297,0.8061200062415476,comment,NCIT
DR2TCARB,DR2TOT_F,OP-DDT,Clofenotane,NCIT:C44364,http://purl.obolibrary.org/obo/NCIT_C44364,0.8040812139465653,,NCIT
DR2TCHOL,DR2TOT_C,Cholesterol (mg),Cholesterol,NCIT:C369,http://purl.obolibrary.org/obo/NCIT_C369,0.934218612485806,,NCIT
DR2TCHOL,DR2TOT_D,Cholesterol (mg),Cholesterol,NCIT:C369,http://purl.obolibrary.org/obo/NCIT_C369,0.934218612485806,,NCIT
DR2TCHOL,DR2TOT_E,Cholesterol (mg),Cholesterol,NCIT:C369,http://purl.obolibrary.org/obo/NCIT_C369,0.934218612485806,,NCIT
DR2TCHOL,DR2TOT_F,Cholesterol (mg),Cholesterol,NCIT:C369,http://purl.obolibrary.org/obo/NCIT_C369,0.934218612485806,,NCIT
DR2TCHOL,DR2TOT_G,Cholesterol (mg),Cholesterol,NCIT:C369,http://purl.obolibrary.org/obo/NCIT_C369,0.934218612485806,,NCIT
DR2TCHOL,DR2TOT_H,Cholesterol (mg),Cholesterol,NCIT:C369,http://purl.obolibrary.org/obo/NCIT_C369,0.934218612485806,,NCIT
DR2TCHOL,DR2TOT_I,Cholesterol (mg),Cholesterol,NCIT:C369,http://purl.obolibrary.org/obo/NCIT_C369,0.934218612485806,,NCIT
DR2TCHOL,DR2TOT_J,Cholesterol (mg),Cholesterol,NCIT:C369,http://purl.obolibrary.org/obo/NCIT_C369,0.934218612485806,,NCIT
DR2TCHOL,DR2TOT_D,a stroke,stroke,EFO:0000712,http://www.ebi.ac.uk/efo/EFO_0000712,0.9286643762757216,age,EFO
DR2TCHOL,DR2TOT_C,Phosphorus (mg),phosphorus measurement,EFO:0004861,http://www.ebi.ac.uk/efo/EFO_0004861,0.825855679617205,,EFO
DR2TCOPP,DR2TOT_D,emphysema,emphysema,EFO:0000464,http://www.ebi.ac.uk/efo/EFO_0000464,0.9844030493928917,age,EFO
DR2TCOPP,DR2TOT_C,Copper (mg),Dietary Copper,NCIT:C68249,http://purl.obolibrary.org/obo/NCIT_C68249,0.8971632932112513,,NCIT
DR2TCOPP,DR2TOT_D,Copper (mg),Dietary Copper,NCIT:C68249,http://purl.obolibrary.org/obo/NCIT_C68249,0.8971632932112513,,NCIT
DR2TCOPP,DR2TOT_E,Copper (mg),Dietary Copper,NCIT:C68249,http://purl.obolibrary.org/obo/NCIT_C68249,0.8971632932112513,,NCIT
DR2TCOPP,DR2TOT_F,Copper (mg),Dietary Copper,NCIT:C68249,http://purl.obolibrary.org/obo/NCIT_C68249,0.8971632932112513,,NCIT
DR2TCOPP,DR2TOT_G,Copper (mg),Dietary Copper,NCIT:C68249,http://purl.obolibrary.org/obo/NCIT_C68249,0.8971632932112513,,NCIT
DR2TCOPP,DR2TOT_H,Copper (mg),Dietary Copper,NCIT:C68249,http://purl.obolibrary.org/obo/NCIT_C68249,0.8971632932112513,,NCIT
DR2TCOPP,DR2TOT_I,Copper (mg),Dietary Copper,NCIT:C68249,http://purl.obolibrary.org/obo/NCIT_C68249,0.8971632932112513,,NCIT
DR2TCOPP,DR2TOT_J,Copper (mg),Dietary Copper,NCIT:C68249,http://purl.obolibrary.org/obo/NCIT_C68249,0.8971632932112513,,NCIT
DR2TCOPP,DR2TOT_C,Potassium (mg),potassium measurement,EFO:0009283,http://www.ebi.ac.uk/efo/EFO_0009283,0.8073133948294142,,EFO
DR2TFA,DR2TOT_D,chronic bronchitis,chronic bronchitis,EFO:0006505,http://www.ebi.ac.uk/efo/EFO_0006505,0.9866128910195661,,EFO
DR2TFA,DR2TOT_C,Folic acid (mcg),Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8526627824994677,,NCIT
DR2TFA,DR2TOT_D,Folic acid (mcg),Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8526627824994677,,NCIT
DR2TFA,DR2TOT_E,Folic acid (mcg),Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8526627824994677,,NCIT
DR2TFA,DR2TOT_F,Folic acid (mcg),Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8526627824994677,,NCIT
DR2TFA,DR2TOT_G,Folic acid (mcg),Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8526627824994677,,NCIT
DR2TFA,DR2TOT_H,Folic acid (mcg),Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8526627824994677,,NCIT
DR2TFA,DR2TOT_I,Folic acid (mcg),Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8526627824994677,,NCIT
DR2TFA,DR2TOT_J,Folic acid (mcg),Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8526627824994677,,NCIT
DR2TFA,DR2TOT_C,Vitamin B6 (mg),vitamin B6 measurement,EFO:0004621,http://www.ebi.ac.uk/efo/EFO_0004621,0.8217290961845783,,EFO
DR2TFF,DR2TOT_D,gout,gout,EFO:0004274,http://www.ebi.ac.uk/efo/EFO_0004274,0.986250150163436,age,EFO
DR2TFF,DR2TOT_C,Food folate (mcg),Naturally Occurring Folate,NCIT:C68512,http://purl.obolibrary.org/obo/NCIT_C68512,0.8752873580573804,,NCIT
DR2TFF,DR2TOT_D,Food folate (mcg),Naturally Occurring Folate,NCIT:C68512,http://purl.obolibrary.org/obo/NCIT_C68512,0.8752873580573804,,NCIT
DR2TFF,DR2TOT_E,Food folate (mcg),Naturally Occurring Folate,NCIT:C68512,http://purl.obolibrary.org/obo/NCIT_C68512,0.8752873580573804,,NCIT
DR2TFF,DR2TOT_F,Food folate (mcg),Naturally Occurring Folate,NCIT:C68512,http://purl.obolibrary.org/obo/NCIT_C68512,0.8752873580573804,,NCIT
DR2TFF,DR2TOT_G,Food folate (mcg),Naturally Occurring Folate,NCIT:C68512,http://purl.obolibrary.org/obo/NCIT_C68512,0.8752873580573804,,NCIT
DR2TFF,DR2TOT_H,Food folate (mcg),Naturally Occurring Folate,NCIT:C68512,http://purl.obolibrary.org/obo/NCIT_C68512,0.8752873580573804,,NCIT
DR2TFF,DR2TOT_I,Food folate (mcg),Naturally Occurring Folate,NCIT:C68512,http://purl.obolibrary.org/obo/NCIT_C68512,0.8752873580573804,,NCIT
DR2TFF,DR2TOT_J,Food folate (mcg),Naturally Occurring Folate,NCIT:C68512,http://purl.obolibrary.org/obo/NCIT_C68512,0.8752873580573804,,NCIT
DR2TFF,DR2TOT_C,Caffeine (mg),caffeine measurement,EFO:0021177,http://www.ebi.ac.uk/efo/EFO_0021177,0.8004388184606168,,EFO
DR2TFIBE,DR2TOT_D,congestive heart failure,congestive heart failure,EFO:0000373,http://www.ebi.ac.uk/efo/EFO_0000373,0.990234412438936,,EFO
DR2TFIBE,DR2TOT_C,Dietary fiber (gm),Dietary Fiber,NCIT:C68492,http://purl.obolibrary.org/obo/NCIT_C68492,0.9422678057267244,,NCIT
DR2TFIBE,DR2TOT_D,Dietary fiber (gm),Dietary Fiber,NCIT:C68492,http://purl.obolibrary.org/obo/NCIT_C68492,0.9422678057267244,,NCIT
DR2TFIBE,DR2TOT_E,Dietary fiber (gm),Dietary Fiber,NCIT:C68492,http://purl.obolibrary.org/obo/NCIT_C68492,0.9422678057267244,,NCIT
DR2TFIBE,DR2TOT_F,Dietary fiber (gm),Dietary Fiber,NCIT:C68492,http://purl.obolibrary.org/obo/NCIT_C68492,0.9422678057267244,,NCIT
DR2TFIBE,DR2TOT_G,Dietary fiber (gm),Dietary Fiber,NCIT:C68492,http://purl.obolibrary.org/obo/NCIT_C68492,0.9422678057267244,,NCIT
DR2TFIBE,DR2TOT_H,Dietary fiber (gm),Dietary Fiber,NCIT:C68492,http://purl.obolibrary.org/obo/NCIT_C68492,0.9422678057267244,,NCIT
DR2TFIBE,DR2TOT_I,Dietary fiber (gm),Dietary Fiber,NCIT:C68492,http://purl.obolibrary.org/obo/NCIT_C68492,0.9422678057267244,,NCIT
DR2TFIBE,DR2TOT_J,Dietary fiber (gm),Dietary Fiber,NCIT:C68492,http://purl.obolibrary.org/obo/NCIT_C68492,0.9422678057267244,,NCIT
DR2TFIBE,DR2TOT_C,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
DR2TIRON,DR2TOT_C,Iron (mg),Dietary Iron,NCIT:C68256,http://purl.obolibrary.org/obo/NCIT_C68256,0.872076287772396,,NCIT
DR2TIRON,DR2TOT_D,Iron (mg),Dietary Iron,NCIT:C68256,http://purl.obolibrary.org/obo/NCIT_C68256,0.872076287772396,,NCIT
DR2TIRON,DR2TOT_E,Iron (mg),Dietary Iron,NCIT:C68256,http://purl.obolibrary.org/obo/NCIT_C68256,0.872076287772396,,NCIT
DR2TIRON,DR2TOT_F,Iron (mg),Dietary Iron,NCIT:C68256,http://purl.obolibrary.org/obo/NCIT_C68256,0.872076287772396,,NCIT
DR2TIRON,DR2TOT_G,Iron (mg),Dietary Iron,NCIT:C68256,http://purl.obolibrary.org/obo/NCIT_C68256,0.872076287772396,,NCIT
DR2TIRON,DR2TOT_H,Iron (mg),Dietary Iron,NCIT:C68256,http://purl.obolibrary.org/obo/NCIT_C68256,0.872076287772396,,NCIT
DR2TIRON,DR2TOT_I,Iron (mg),Dietary Iron,NCIT:C68256,http://purl.obolibrary.org/obo/NCIT_C68256,0.872076287772396,,NCIT
DR2TIRON,DR2TOT_J,Iron (mg),Dietary Iron,NCIT:C68256,http://purl.obolibrary.org/obo/NCIT_C68256,0.872076287772396,,NCIT
DR2TIRON,DR2TOT_C,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
DR2TIRON,DR2TOT_D,Ever told you had angina/angina pectoris,angina pectoris,EFO:0003913,http://www.ebi.ac.uk/efo/EFO_0003913,0.8215001250239662,,EFO
DR2TLYCO,DR2TOT_C,Lycopene (mcg),Lycopene,NCIT:C2226,http://purl.obolibrary.org/obo/NCIT_C2226,0.8839789023365903,,NCIT
DR2TLYCO,DR2TOT_D,Lycopene (mcg),Lycopene,NCIT:C2226,http://purl.obolibrary.org/obo/NCIT_C2226,0.8839789023365903,,NCIT
DR2TLYCO,DR2TOT_E,Lycopene (mcg),Lycopene,NCIT:C2226,http://purl.obolibrary.org/obo/NCIT_C2226,0.8839789023365903,,NCIT
DR2TLYCO,DR2TOT_F,Lycopene (mcg),Lycopene,NCIT:C2226,http://purl.obolibrary.org/obo/NCIT_C2226,0.8839789023365903,,NCIT
DR2TLYCO,DR2TOT_G,Lycopene (mcg),Lycopene,NCIT:C2226,http://purl.obolibrary.org/obo/NCIT_C2226,0.8839789023365903,,NCIT
DR2TLYCO,DR2TOT_H,Lycopene (mcg),Lycopene,NCIT:C2226,http://purl.obolibrary.org/obo/NCIT_C2226,0.8839789023365903,,NCIT
DR2TLYCO,DR2TOT_I,Lycopene (mcg),Lycopene,NCIT:C2226,http://purl.obolibrary.org/obo/NCIT_C2226,0.8839789023365903,,NCIT
DR2TLYCO,DR2TOT_J,Lycopene (mcg),Lycopene,NCIT:C2226,http://purl.obolibrary.org/obo/NCIT_C2226,0.8839789023365903,,NCIT
DR2TLYCO,DR2TOT_C,Total polyunsaturated fatty acids (gm),polyunsaturated fatty acid measurement,EFO:0010733,http://www.ebi.ac.uk/efo/EFO_0010733,0.8198719045264453,,EFO
DR2TLYCO,DR2TOT_D,Ever told you had chronic bronchitis,chronic bronchitis,EFO:0006505,http://www.ebi.ac.uk/efo/EFO_0006505,0.8110145376157368,,EFO
DR2TMAGN,DR2TOT_E,Ethylbenzene,Ethylbenzene,NCIT:C173418,http://purl.obolibrary.org/obo/NCIT_C173418,0.9947197834849846,comment,NCIT
DR2TMAGN,DR2TOT_G,Education Level,Education Level,NCIT:C17953,http://purl.obolibrary.org/obo/NCIT_C17953,0.993092172636883,,NCIT
DR2TMAGN,DR2TOT_D,Waist Circumference,Waist Circumference,NCIT:C100948,http://purl.obolibrary.org/obo/NCIT_C100948,0.9921062336783804,comment,NCIT
DR2TMAGN,DR2TOT_G,Transferrin saturation (%),Transferrin Saturation Measurement,NCIT:C98792,http://purl.obolibrary.org/obo/NCIT_C98792,0.9919076705156382,,NCIT
DR2TMAGN,DR2TOT_D,chickenpox,chickenpox,EFO:0007204,http://www.ebi.ac.uk/efo/EFO_0007204,0.9905444769886559,,EFO
DR2TMAGN,DR2TOT_I,Linezolid,Linezolid,NCIT:C29158,http://purl.obolibrary.org/obo/NCIT_C29158,0.9898340031452526,,NCIT
DR2TMAGN,DR2TOT_D,chronic bronchitis,chronic bronchitis,EFO:0006505,http://www.ebi.ac.uk/efo/EFO_0006505,0.9866128910195661,,EFO
DR2TMAGN,DR2TOT_C,Dietary fiber (gm),Dietary Fiber,NCIT:C68492,http://purl.obolibrary.org/obo/NCIT_C68492,0.9422678057267244,,NCIT
DR2TMAGN,DR2TOT_C,Magnesium (mg),Dietary Magnesium,NCIT:C68264,http://purl.obolibrary.org/obo/NCIT_C68264,0.9416168721677628,,NCIT
DR2TMAGN,DR2TOT_D,Magnesium (mg),Dietary Magnesium,NCIT:C68264,http://purl.obolibrary.org/obo/NCIT_C68264,0.9416168721677628,,NCIT
DR2TMAGN,DR2TOT_E,Magnesium (mg),Dietary Magnesium,NCIT:C68264,http://purl.obolibrary.org/obo/NCIT_C68264,0.9416168721677628,,NCIT
DR2TMAGN,DR2TOT_F,Magnesium (mg),Dietary Magnesium,NCIT:C68264,http://purl.obolibrary.org/obo/NCIT_C68264,0.9416168721677628,,NCIT
DR2TMAGN,DR2TOT_G,Magnesium (mg),Dietary Magnesium,NCIT:C68264,http://purl.obolibrary.org/obo/NCIT_C68264,0.9416168721677628,,NCIT
DR2TMAGN,DR2TOT_H,Magnesium (mg),Dietary Magnesium,NCIT:C68264,http://purl.obolibrary.org/obo/NCIT_C68264,0.9416168721677628,,NCIT
DR2TMAGN,DR2TOT_I,Magnesium (mg),Dietary Magnesium,NCIT:C68264,http://purl.obolibrary.org/obo/NCIT_C68264,0.9416168721677628,,NCIT
DR2TMAGN,DR2TOT_J,Magnesium (mg),Dietary Magnesium,NCIT:C68264,http://purl.obolibrary.org/obo/NCIT_C68264,0.9416168721677628,,NCIT
DR2TMAGN,DR2TOT_H,Blood urea nitrogen (mg/dL),Blood Urea Nitrogen Measurement,NCIT:C61019,http://purl.obolibrary.org/obo/NCIT_C61019,0.8998731675903998,,NCIT
DR2TMAGN,DR2TOT_C,Follicle stimulating hormone (mIU/mL),follicle stimulating hormone,EFO:0003234,http://www.ebi.ac.uk/efo/EFO_0003234,0.8927197950525374,,EFO
DR2TMAGN,DR2TOT_F,Inhibin B (pg/ml),Inhibin B Measurement,NCIT:C96681,http://purl.obolibrary.org/obo/NCIT_C96681,0.8923696693844445,,NCIT
DR2TMAGN,DR2TOT_F,MCHC (g/dL),mean corpuscular hemoglobin concentration,EFO:0004528,http://www.ebi.ac.uk/efo/EFO_0004528,0.8907856528536231,,EFO
DR2TMAGN,DR2TOT_E,Exercised,exercise,EFO:0000483,http://www.ebi.ac.uk/efo/EFO_0000483,0.8907650389123278,,EFO
DR2TMAGN,DR2TOT_H,Fluorosis DI: #4,Dental Fluorosis,NCIT:C85059,http://purl.obolibrary.org/obo/NCIT_C85059,0.858374470134472,,NCIT
DR2TMAGN,DR2TOT_J,WTA frequency,Statistical Frequency,NCIT:C53988,http://purl.obolibrary.org/obo/NCIT_C53988,0.8445780962961909,,NCIT
DR2TMAGN,DR2TOT_H,Albumin,ovalbumin,EFO:0002674,http://www.ebi.ac.uk/efo/EFO_0002674,0.8380853004579254,,EFO
DR2TMAGN,DR2TOT_I,Red cell count SI,Erythrocyte Count,NCIT:C51946,http://purl.obolibrary.org/obo/NCIT_C51946,0.8350889815651381,,NCIT
DR2TMAGN,DR2TOT_C,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
DR2TMAGN,DR2TOT_D,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
DR2TMAGN,DR2TOT_E,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
DR2TMAGN,DR2TOT_F,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
DR2TMAGN,DR2TOT_G,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
DR2TMAGN,DR2TOT_H,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
DR2TMAGN,DR2TOT_I,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
DR2TMAGN,DR2TOT_J,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
DR2TMAGN,DR2TOT_G,Prostate specific antigen ratio (%),prostate specific antigen measurement,EFO:0004624,http://www.ebi.ac.uk/efo/EFO_0004624,0.8278807754721305,,EFO
DR2TMAGN,DR2TOT_J,Phosphorus (mg),phosphorus measurement,EFO:0004861,http://www.ebi.ac.uk/efo/EFO_0004861,0.825855679617205,,EFO
DR2TMAGN,DR2TOT_C,Phosphorus (mg),phosphorus measurement,EFO:0004861,http://www.ebi.ac.uk/efo/EFO_0004861,0.825855679617205,,EFO
DR2TMAGN,DR2TOT_D,Total sugars (gm),Total Sugar,NCIT:C68503,http://purl.obolibrary.org/obo/NCIT_C68503,0.819994604257331,,NCIT
DR2TMAGN,DR2TOT_C,Phosphorus (mg/dL),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8155812639563746,,FOODON
DR2TMAGN,DR2TOT_I,wrist fracture  1st time,wrist fracture,EFO:0009515,http://www.ebi.ac.uk/efo/EFO_0009515,0.814693965003882,,EFO
DR2TMAGN,DR2TOT_C,Kappa FLC,SARS Coronavirus 2 B.1.617.1,NCIT:C179585,http://purl.obolibrary.org/obo/NCIT_C179585,0.8136505116364701,,NCIT
DR2TMAGN,DR2TOT_C,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
DR2TMAGN,DR2TOT_D,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
DR2TMAGN,DR2TOT_E,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
DR2TMAGN,DR2TOT_F,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
DR2TMAGN,DR2TOT_G,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
DR2TMAGN,DR2TOT_H,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
DR2TMAGN,DR2TOT_I,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
DR2TMAGN,DR2TOT_J,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
DR2TMAGN,DR2TOT_E,Fluorosis DI: #14,Dental Fluorosis,NCIT:C85059,http://purl.obolibrary.org/obo/NCIT_C85059,0.8073014012160159,,NCIT
DR2TMAGN,DR2TOT_F,Water Bromoform (ng/ml),Bromoform,NCIT:C79576,http://purl.obolibrary.org/obo/NCIT_C79576,0.8066954705673732,,NCIT
DR2TMAGN,DR2TOT_J,Problem with vaginal discharge,Vaginal Discharge,NCIT:C173179,http://purl.obolibrary.org/obo/NCIT_C173179,0.8008489081504594,,NCIT
DR2TMFAT,DR2TOT_C,Total monounsaturated fatty acids (gm),Monounsaturated Fatty Acid,NCIT:C68392,http://purl.obolibrary.org/obo/NCIT_C68392,0.8810650047697833,,NCIT
DR2TMFAT,DR2TOT_D,Total monounsaturated fatty acids (gm),Monounsaturated Fatty Acid,NCIT:C68392,http://purl.obolibrary.org/obo/NCIT_C68392,0.8810650047697833,,NCIT
DR2TMFAT,DR2TOT_E,Total monounsaturated fatty acids (gm),Monounsaturated Fatty Acid,NCIT:C68392,http://purl.obolibrary.org/obo/NCIT_C68392,0.8810650047697833,,NCIT
DR2TMFAT,DR2TOT_F,Total monounsaturated fatty acids (gm),Monounsaturated Fatty Acid,NCIT:C68392,http://purl.obolibrary.org/obo/NCIT_C68392,0.8810650047697833,,NCIT
DR2TMFAT,DR2TOT_G,Total monounsaturated fatty acids (gm),Monounsaturated Fatty Acid,NCIT:C68392,http://purl.obolibrary.org/obo/NCIT_C68392,0.8810650047697833,,NCIT
DR2TMFAT,DR2TOT_H,Total monounsaturated fatty acids (gm),Monounsaturated Fatty Acid,NCIT:C68392,http://purl.obolibrary.org/obo/NCIT_C68392,0.8810650047697833,,NCIT
DR2TMFAT,DR2TOT_I,Total monounsaturated fatty acids (gm),Monounsaturated Fatty Acid,NCIT:C68392,http://purl.obolibrary.org/obo/NCIT_C68392,0.8810650047697833,,NCIT
DR2TMFAT,DR2TOT_J,Total monounsaturated fatty acids (gm),Monounsaturated Fatty Acid,NCIT:C68392,http://purl.obolibrary.org/obo/NCIT_C68392,0.8810650047697833,,NCIT
