Term ID,Term Label,Parent ID,Parent Label
http://purl.obolibrary.org/obo/CHEBI_18379,nitrile,http://purl.obolibrary.org/obo/CHEBI_23424,cyanides
http://purl.obolibrary.org/obo/ECTO_9001590,exposure to 4-Chloronitrobenzene,http://purl.obolibrary.org/obo/ECTO_0000135,exposure to organic compound
http://purl.obolibrary.org/obo/FOODON_03301931,wheat roll or bun,http://purl.obolibrary.org/obo/FOODON_00002351,wheat bread food product
http://purl.obolibrary.org/obo/FOODON_03304395,"skim milk (pasteurized, fortified)",http://purl.obolibrary.org/obo/FOODON_03317575,skim milk (pasteurized)
http://purl.obolibrary.org/obo/GO_0021603,cranial nerve formation,http://purl.obolibrary.org/obo/GO_0048646,anatomical structure formation involved in morphogenesis
http://purl.obolibrary.org/obo/CHEBI_33584,germanium molecular entity,http://purl.obolibrary.org/obo/CHEBI_33582,carbon group molecular entity
http://purl.obolibrary.org/obo/ECTO_9000904,exposure to venlafaxine,http://purl.obolibrary.org/obo/ECTO_0000163,exposure to organic cyclic compound
http://purl.obolibrary.org/obo/UBERON_0001043,esophagus,http://purl.obolibrary.org/obo/UBERON_0004921,subdivision of digestive tract
http://purl.obolibrary.org/obo/CHEBI_24632,hydrocarbon,http://purl.obolibrary.org/obo/CHEBI_33245,organic fundamental parent
http://purl.obolibrary.org/obo/FOODON_03301580,"plum (whole, raw)",http://purl.obolibrary.org/obo/FOODON_03304644,"fruit (whole, raw)"
http://purl.obolibrary.org/obo/CL_0000057,fibroblast,http://purl.obolibrary.org/obo/CARO_0000000,anatomical entity
http://purl.obolibrary.org/obo/ECTO_9000135,exposure to vitamin D3,http://purl.obolibrary.org/obo/ECTO_9000133,exposure to vitamin D
http://purl.obolibrary.org/obo/CHEBI_140322,triketone,http://purl.obolibrary.org/obo/CHEBI_17087,ketone
http://purl.obolibrary.org/obo/PATO_0001241,physical object quality,http://purl.obolibrary.org/obo/BFO_0000019,quality
http://purl.obolibrary.org/obo/CHEBI_38317,EC 1.13.11.27 (4-hydroxyphenylpyruvate dioxygenase) inhibitor,http://purl.obolibrary.org/obo/CHEBI_76837,EC 1.13.11.* (oxidoreductase acting on single donors and incorporating 2 O atoms) inhibitor
http://purl.obolibrary.org/obo/UBERON_0014400,hepatic sinusoidal space,http://purl.obolibrary.org/obo/UBERON_0014399,sinusoidal space
http://purl.obolibrary.org/obo/ECTO_0070060,"exposure to spinach leaf (whole, raw) via ingestion",http://purl.obolibrary.org/obo/ECTO_0070059,exposure to spinach leaf (whole) via ingestion
http://purl.obolibrary.org/obo/GO_0010667,negative regulation of cardiac muscle cell apoptotic process,http://purl.obolibrary.org/obo/GO_0010665,regulation of cardiac muscle cell apoptotic process
http://purl.obolibrary.org/obo/GO_0019320,hexose catabolic process,http://purl.obolibrary.org/obo/GO_0046365,monosaccharide catabolic process
http://purl.obolibrary.org/obo/FOODON_00001189,oat food product,http://purl.obolibrary.org/obo/FOODON_00001093,cereal grain food product
http://purl.obolibrary.org/obo/UBERON_0010042,1st arch mesenchyme,http://purl.obolibrary.org/obo/UBERON_0009494,pharyngeal arch mesenchymal region
http://purl.obolibrary.org/obo/GO_1902850,microtubule cytoskeleton organization involved in mitosis,http://purl.obolibrary.org/obo/GO_1903047,mitotic cell cycle process
http://purl.obolibrary.org/obo/CHEBI_41921,1H-indene,http://purl.obolibrary.org/obo/CHEBI_35426,ortho-fused bicyclic arene
http://purl.obolibrary.org/obo/FOODON_00001014,yogurt food product,http://purl.obolibrary.org/obo/FOODON_00001053,fermented dairy food product
http://purl.obolibrary.org/obo/ECTO_9000307,exposure to platinum cation,http://purl.obolibrary.org/obo/ECTO_9000175,exposure to metal cation
http://purl.obolibrary.org/obo/UBERON_0001913,milk,http://purl.obolibrary.org/obo/FOODON_03315150,mammalian milk product
http://purl.obolibrary.org/obo/ENVO_01000281,layer,http://purl.obolibrary.org/obo/BFO_0000040,material entity
http://purl.obolibrary.org/obo/GO_1901191,negative regulation of formation of translation initiation ternary complex,http://purl.obolibrary.org/obo/GO_0045947,negative regulation of translational initiation
http://purl.obolibrary.org/obo/UBERON_0003220,metanephric mesenchyme,http://purl.obolibrary.org/obo/UBERON_0003918,kidney mesenchyme
http://purl.obolibrary.org/obo/UBERON_0001970,bile,http://purl.obolibrary.org/obo/UBERON_0000456,secretion of exocrine gland
http://purl.obolibrary.org/obo/CHEBI_18237,glutamic acid,http://purl.obolibrary.org/obo/CHEBI_26167,polar amino acid
http://purl.obolibrary.org/obo/CHEBI_27026,toxin,http://purl.obolibrary.org/obo/CHEBI_25212,metabolite
http://purl.obolibrary.org/obo/CHEBI_33432,monoatomic chlorine,http://purl.obolibrary.org/obo/CHEBI_33433,monoatomic halogen
http://purl.obolibrary.org/obo/UBERON_0000912,mucus,http://purl.obolibrary.org/obo/UBERON_0000456,secretion of exocrine gland
http://purl.obolibrary.org/obo/ECTO_1000015,exposure to wastewater treatment plant,http://purl.obolibrary.org/obo/ECTO_1000014,exposure to waste treatment plant
http://purl.obolibrary.org/obo/CHEBI_21638,N-acylglucosamine,http://purl.obolibrary.org/obo/CHEBI_24271,glucosamines
http://purl.obolibrary.org/obo/ECTO_9001480,exposure to oxalic acid,http://purl.obolibrary.org/obo/ECTO_0000015,exposure to environmental material
http://purl.obolibrary.org/obo/CHEBI_17194,bromochloromethane,http://purl.obolibrary.org/obo/CHEBI_39279,halomethane
http://purl.obolibrary.org/obo/CHEBI_77881,EC 4.3.1.15 (diaminopropionate ammonia-lyase) inhibitor,http://purl.obolibrary.org/obo/CHEBI_76832,EC 4.3.1.* (ammonia-lyase) inhibitor
http://purl.obolibrary.org/obo/UBERON_0005233,medial-nasal process ectoderm,http://purl.obolibrary.org/obo/UBERON_0000924,ectoderm
http://purl.obolibrary.org/obo/GO_0044706,multi-multicellular organism process,http://purl.obolibrary.org/obo/GO_0032501,multicellular organismal process
http://purl.obolibrary.org/obo/FOODON_00001635,bean food product,http://purl.obolibrary.org/obo/FOODON_00002153,plant seed vegetable food product
http://purl.obolibrary.org/obo/ENVO_01001205,lithification,http://purl.obolibrary.org/obo/GO_0008150,biological_process
http://purl.obolibrary.org/obo/ECTO_9000333,exposure to 4-nitroquinoline N-oxide,http://purl.obolibrary.org/obo/ECTO_0000163,exposure to organic cyclic compound
http://purl.obolibrary.org/obo/GO_0034758,positive regulation of iron ion transport,http://purl.obolibrary.org/obo/GO_0034756,regulation of iron ion transport
http://purl.obolibrary.org/obo/GO_0051347,positive regulation of transferase activity,http://purl.obolibrary.org/obo/GO_0043085,positive regulation of catalytic activity
http://purl.obolibrary.org/obo/GO_0086018,SA node cell to atrial cardiac muscle cell signaling,http://purl.obolibrary.org/obo/GO_0086019,cell-cell signaling involved in cardiac conduction
http://purl.obolibrary.org/obo/CHEBI_33909,metallotetrapyrrole,http://purl.obolibrary.org/obo/CHEBI_36309,cyclic tetrapyrrole
http://purl.obolibrary.org/obo/CL_0011022,fibroblast of skin of back,http://purl.obolibrary.org/obo/CL_0002620,skin fibroblast
http://purl.obolibrary.org/obo/MAXO_0001026,beta-adrenergic agonist therapy,http://purl.obolibrary.org/obo/MAXO_0000186,beta adrenergic agent therapy
http://purl.obolibrary.org/obo/GO_0035433,acetate transmembrane transport,http://purl.obolibrary.org/obo/GO_0098656,anion transmembrane transport
http://purl.obolibrary.org/obo/CHEBI_8489,propiconazole,http://purl.obolibrary.org/obo/CHEBI_59779,cyclic ketal
http://purl.obolibrary.org/obo/CHEBI_46926,dioxanes,http://purl.obolibrary.org/obo/CHEBI_25693,organic heteromonocyclic compound
http://purl.obolibrary.org/obo/CHEBI_36624,naphthyridine,http://purl.obolibrary.org/obo/CHEBI_50893,azaarene
http://purl.obolibrary.org/obo/FOODON_03307879,melon seed (whole),http://purl.obolibrary.org/obo/FOODON_00001152,melon fruit food product
http://purl.obolibrary.org/obo/CHEBI_23152,chlorophenoxyacetic acid,http://purl.obolibrary.org/obo/CHEBI_35618,aromatic ether
http://purl.obolibrary.org/obo/ECTO_9000413,exposure to strigolactone,http://purl.obolibrary.org/obo/ECTO_0000163,exposure to organic cyclic compound
http://purl.obolibrary.org/obo/CHEBI_83735,(S)-vinclozolin,http://purl.obolibrary.org/obo/CHEBI_83732,"3-(3,5-dichlorophenyl)-5-ethenyl-5-methyl-2,4-oxazolidinedione"
http://purl.obolibrary.org/obo/ECTO_9000643,exposure to prometon,http://purl.obolibrary.org/obo/ECTO_0000163,exposure to organic cyclic compound
http://purl.obolibrary.org/obo/CHEBI_34221,"2,3,4,5-tetrachlorobiphenyl",http://purl.obolibrary.org/obo/CHEBI_36720,tetrachlorobiphenyl
http://purl.obolibrary.org/obo/CHEBI_33988,caesium hydroxide,http://purl.obolibrary.org/obo/CHEBI_33978,alkali metal hydroxide
http://purl.obolibrary.org/obo/CHEBI_50684,cross-linking reagent,http://purl.obolibrary.org/obo/CHEBI_33893,reagent
http://purl.obolibrary.org/obo/CL_0002275,pancreatic PP cell,http://purl.obolibrary.org/obo/CL_0000083,epithelial cell of pancreas
http://purl.obolibrary.org/obo/UBERON_0005153,epithelial bud,http://purl.obolibrary.org/obo/UBERON_0005157,epithelial fold
http://purl.obolibrary.org/obo/UBERON_0016879,future central nervous system,http://purl.obolibrary.org/obo/UBERON_0006598,presumptive structure
http://purl.obolibrary.org/obo/CDNO_0200560,concentration of inorganic chloride in material entity,http://purl.obolibrary.org/obo/CDNO_0200175,concentration of salt in material entity
http://purl.obolibrary.org/obo/ECTO_9000004,exposure to nitroglycerin,http://purl.obolibrary.org/obo/ECTO_9000404,exposure to nitrogen
http://purl.obolibrary.org/obo/FOODON_03311507,pork trimming,http://purl.obolibrary.org/obo/FOODON_00001038,pork meat food product
http://purl.obolibrary.org/obo/ECTO_9000671,exposure to tebufenozide,http://purl.obolibrary.org/obo/ECTO_9000190,exposure to organonitrogen compound
http://purl.obolibrary.org/obo/GO_2000831,regulation of steroid hormone secretion,http://purl.obolibrary.org/obo/GO_0044060,regulation of endocrine process
http://purl.obolibrary.org/obo/CHEBI_38467,indolyl alcohol,http://purl.obolibrary.org/obo/CHEBI_24828,indoles
http://purl.obolibrary.org/obo/UBERON_0001916,endothelium of arteriole,http://purl.obolibrary.org/obo/UBERON_0008339,microvascular endothelium
http://purl.obolibrary.org/obo/NCBITaxon_7214,Drosophilidae,http://purl.obolibrary.org/obo/NCBITaxon_43746,Ephydroidea
http://purl.obolibrary.org/obo/ECTO_9000904,exposure to venlafaxine,http://purl.obolibrary.org/obo/ECTO_9000026,exposure to alcohol
http://purl.obolibrary.org/obo/CHEBI_29700,tylactone,http://purl.obolibrary.org/obo/CHEBI_25106,macrolide
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.obolibrary.org/obo/UBERON_0004921,subdivision of digestive tract
http://purl.obolibrary.org/obo/ECTO_9000594,exposure to iomeprol,http://purl.obolibrary.org/obo/ECTO_0000371,exposure to oxygen molecular entity
http://purl.obolibrary.org/obo/ECTO_9002114,exposure to sulfite ester acaricide,http://purl.obolibrary.org/obo/ECTO_9001644,exposure to acaricide
http://purl.obolibrary.org/obo/CHEBI_35500,"1,4-benzodiazepinone",http://purl.obolibrary.org/obo/CHEBI_22720,benzodiazepine
http://purl.obolibrary.org/obo/CHEBI_38001,"2,6-diaminopurines",http://purl.obolibrary.org/obo/CHEBI_22527,aminopurine
http://purl.obolibrary.org/obo/CHEBI_10022,deoxynivalenol,http://purl.obolibrary.org/obo/CHEBI_27136,triol
http://purl.obolibrary.org/obo/CHEBI_9130,sevoflurane,http://purl.obolibrary.org/obo/CHEBI_25698,ether
http://purl.obolibrary.org/obo/GO_0032410,negative regulation of transporter activity,http://purl.obolibrary.org/obo/GO_0044092,negative regulation of molecular function
http://purl.obolibrary.org/obo/CHEBI_23213,choline ester,http://purl.obolibrary.org/obo/CHEBI_35701,ester
http://purl.obolibrary.org/obo/CL_1001516,intestinal enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002563,intestinal epithelial cell
http://purl.obolibrary.org/obo/GO_2000177,regulation of neural precursor cell proliferation,http://purl.obolibrary.org/obo/GO_0042127,regulation of cell population proliferation
http://purl.obolibrary.org/obo/CL_0002240,marrow fibroblast,http://purl.obolibrary.org/obo/CL_0002092,bone marrow cell
http://purl.obolibrary.org/obo/GO_0009891,positive regulation of biosynthetic process,http://purl.obolibrary.org/obo/GO_0009893,positive regulation of metabolic process
http://purl.obolibrary.org/obo/CHEBI_47017,tetrahydrofuranol,http://purl.obolibrary.org/obo/CHEBI_26912,oxolanes
http://purl.obolibrary.org/obo/FOODON_03400143,fruit or fruit product (us cfr),http://purl.obolibrary.org/obo/FOODON_03400257,fruit or vegetable product (us cfr)
http://purl.obolibrary.org/obo/GO_0009820,alkaloid metabolic process,http://purl.obolibrary.org/obo/GO_1901564,organonitrogen compound metabolic process
http://purl.obolibrary.org/obo/PO_0009046,flower,http://purl.obolibrary.org/obo/PO_0025082,reproductive shoot system
http://purl.obolibrary.org/obo/GO_0070925,organelle assembly,http://purl.obolibrary.org/obo/GO_0022607,cellular component assembly
http://purl.obolibrary.org/obo/ECTO_0070210,exposure to multivitamin preparation via ingestion,http://purl.obolibrary.org/obo/ECTO_0000015,exposure to environmental material
http://purl.obolibrary.org/obo/NCBITaxon_364270,Apiineae,http://purl.obolibrary.org/obo/NCBITaxon_91882,campanulids
http://purl.obolibrary.org/obo/ECTO_9002109,exposure to antibiotic acaricide,http://purl.obolibrary.org/obo/ECTO_9001644,exposure to acaricide
http://purl.obolibrary.org/obo/CHEBI_36878,inorganic radical ion,http://purl.obolibrary.org/obo/CHEBI_36875,radical ion
http://purl.obolibrary.org/obo/CHEBI_63047,food emulsifier,http://purl.obolibrary.org/obo/CHEBI_64047,food additive
http://purl.obolibrary.org/obo/GO_0003371,establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration,http://purl.obolibrary.org/obo/GO_0030952,establishment or maintenance of cytoskeleton polarity
http://purl.obolibrary.org/obo/CHEBI_49095,beta-amino-acid anion,http://purl.obolibrary.org/obo/CHEBI_37022,amino-acid anion
http://purl.obolibrary.org/obo/CHEBI_50525,phenolate anion,http://purl.obolibrary.org/obo/CHEBI_25696,organic anion
http://purl.obolibrary.org/obo/CHEBI_78787,dithiocarbamic acids,http://purl.obolibrary.org/obo/CHEBI_35352,organonitrogen compound
http://purl.obolibrary.org/obo/CHEBI_24250,gibberellin,http://www.w3.org/2002/07/owl#Thing,owl:Thing
http://purl.obolibrary.org/obo/NCBITaxon_3658,Cucumis melo var. cantalupo,http://purl.obolibrary.org/obo/NCBITaxon_412675,Cucumis melo subsp. melo
http://purl.obolibrary.org/obo/UBERON_0006642,muscle layer of oviduct,http://purl.obolibrary.org/obo/UBERON_0005156,reproductive structure
http://purl.obolibrary.org/obo/ECTO_9000714,exposure to pentachlorobenzene,http://purl.obolibrary.org/obo/ECTO_0000163,exposure to organic cyclic compound
http://purl.obolibrary.org/obo/ECTO_9001285,"exposure to 1,2,4-trichlorobenzene",http://purl.obolibrary.org/obo/ECTO_0000163,exposure to organic cyclic compound
http://purl.obolibrary.org/obo/ECTO_9000533,exposure to organofluorine compound,http://purl.obolibrary.org/obo/ECTO_9001124,exposure to fluorine
http://purl.obolibrary.org/obo/GO_0086027,AV node cell to bundle of His cell signaling,http://purl.obolibrary.org/obo/GO_0086019,cell-cell signaling involved in cardiac conduction
http://purl.obolibrary.org/obo/CHEBI_43966,melagatran,http://purl.obolibrary.org/obo/CHEBI_38777,azetidines
http://purl.obolibrary.org/obo/CHEBI_82405,Benzoyl peroxide,http://purl.obolibrary.org/obo/CHEBI_36586,carbonyl compound
http://purl.obolibrary.org/obo/ECTO_9001529,exposure to sodium fluoride,http://purl.obolibrary.org/obo/ECTO_9001124,exposure to fluorine
http://purl.obolibrary.org/obo/ECTO_9000877,exposure to quinmerac,http://purl.obolibrary.org/obo/ECTO_0000163,exposure to organic cyclic compound
http://purl.obolibrary.org/obo/CHEBI_58123,(2S)-2-hydroxy monocarboxylic acid anion,http://purl.obolibrary.org/obo/CHEBI_36059,hydroxy monocarboxylic acid anion
http://purl.obolibrary.org/obo/ENVO_2000000,chemical product,http://purl.obolibrary.org/obo/ENVO_00003074,manufactured product
http://purl.obolibrary.org/obo/CHEBI_65172,ximelagatran,http://purl.obolibrary.org/obo/CHEBI_65234,amidoxime
http://purl.obolibrary.org/obo/GO_0045639,positive regulation of myeloid cell differentiation,http://purl.obolibrary.org/obo/GO_0045597,positive regulation of cell differentiation
http://purl.obolibrary.org/obo/GO_0015125,bile acid transmembrane transporter activity,http://purl.obolibrary.org/obo/GO_0005319,lipid transporter activity
http://purl.obolibrary.org/obo/ECTO_9000331,"exposure to 1,4-dithiothreitol",http://purl.obolibrary.org/obo/ECTO_9002156,exposure to glycol
http://purl.obolibrary.org/obo/OBI_0000835,manufacturer,http://purl.obolibrary.org/obo/BFO_0000040,material entity
http://purl.obolibrary.org/obo/ECTO_9000381,exposure to tetralin,http://purl.obolibrary.org/obo/ECTO_0000163,exposure to organic cyclic compound
http://purl.obolibrary.org/obo/ECTO_8000000,exposure to environmental process,http://purl.obolibrary.org/obo/ExO_0000002,exposure event
http://purl.obolibrary.org/obo/UBERON_0001172,hepatic acinus,http://purl.obolibrary.org/obo/UBERON_0004119,endoderm-derived structure
http://purl.obolibrary.org/obo/CHEBI_32495,D-phenylalaninium,http://purl.obolibrary.org/obo/CHEBI_32505,phenylalaninium
http://purl.obolibrary.org/obo/UBERON_0008836,liver bud,http://purl.obolibrary.org/obo/UBERON_0009497,epithelium of foregut-midgut junction
http://purl.obolibrary.org/obo/GO_1901137,carbohydrate derivative biosynthetic process,http://purl.obolibrary.org/obo/GO_1901135,carbohydrate derivative metabolic process
http://purl.obolibrary.org/obo/UBERON_0002416,integumental system,http://purl.obolibrary.org/obo/CARO_0000000,anatomical entity
http://purl.obolibrary.org/obo/NCBITaxon_1489841,Zeiogadaria,http://purl.obolibrary.org/obo/NCBITaxon_123368,Acanthomorphata
http://purl.obolibrary.org/obo/CHEBI_70725,adenosine A3 receptor antagonist,http://purl.obolibrary.org/obo/CHEBI_71232,adenosine receptor antagonist
http://purl.obolibrary.org/obo/CHEBI_77255,EC 3.4.24.83 (anthrax lethal factor endopeptidase) inhibitor,http://purl.obolibrary.org/obo/CHEBI_59107,EC 3.4.24.* (metalloendopeptidase) inhibitor
http://purl.obolibrary.org/obo/CHEBI_38864,propetamphos,http://purl.obolibrary.org/obo/CHEBI_35725,isopropyl ester
http://purl.obolibrary.org/obo/GO_0061181,regulation of chondrocyte development,http://purl.obolibrary.org/obo/GO_0060284,regulation of cell development
http://purl.obolibrary.org/obo/CHEBI_43966,melagatran,http://purl.obolibrary.org/obo/CHEBI_83925,non-proteinogenic alpha-amino acid
http://purl.obolibrary.org/obo/ECTO_9000948,exposure to molybdenum,http://purl.obolibrary.org/obo/ECTO_0000481,exposure to transition element
http://purl.obolibrary.org/obo/CHEBI_26271,CHEBI_26271,http://purl.obolibrary.org/obo/CHEBI_33704,alpha-amino acid
http://purl.obolibrary.org/obo/GO_1904456,negative regulation of neuronal action potential,http://purl.obolibrary.org/obo/GO_0045759,negative regulation of action potential
http://purl.obolibrary.org/obo/ENVO_21001216,ultraviolet radiation,http://purl.obolibrary.org/obo/ENVO_01001026,electromagnetic radiation
http://purl.obolibrary.org/obo/GO_1902036,regulation of hematopoietic stem cell differentiation,http://purl.obolibrary.org/obo/GO_2000736,regulation of stem cell differentiation
http://purl.obolibrary.org/obo/GO_1903224,regulation of endodermal cell differentiation,http://purl.obolibrary.org/obo/GO_0045595,regulation of cell differentiation
http://purl.obolibrary.org/obo/GO_0030473,nuclear migration along microtubule,http://purl.obolibrary.org/obo/GO_0072384,organelle transport along microtubule
http://purl.obolibrary.org/obo/UBERON_0010313,neural crest-derived structure,http://purl.obolibrary.org/obo/UBERON_0004121,ectoderm-derived structure
http://purl.obolibrary.org/obo/CDNO_0200560,concentration of inorganic chloride in material entity,http://purl.obolibrary.org/obo/CDNO_0200139,concentration of chloride in material entity
http://purl.obolibrary.org/obo/ECTO_9000901,exposure to trichlopyr,http://purl.obolibrary.org/obo/ECTO_0000163,exposure to organic cyclic compound
http://purl.obolibrary.org/obo/NCBITaxon_4892,Saccharomycetales,http://purl.obolibrary.org/obo/NCBITaxon_4891,Saccharomycetes
http://purl.obolibrary.org/obo/ECTO_9001289,exposure to triethylamine,http://purl.obolibrary.org/obo/ECTO_9000203,exposure to amine
http://purl.obolibrary.org/obo/CHEBI_38584,"1,3-difluorobenzene",http://purl.obolibrary.org/obo/CHEBI_38582,difluorobenzene
http://purl.obolibrary.org/obo/GO_1901342,regulation of vasculature development,http://purl.obolibrary.org/obo/GO_2000026,regulation of multicellular organismal development
http://purl.obolibrary.org/obo/GO_0014827,intestine smooth muscle contraction,http://purl.obolibrary.org/obo/GO_0014831,gastro-intestinal system smooth muscle contraction
http://purl.obolibrary.org/obo/GO_2001055,positive regulation of mesenchymal cell apoptotic process,http://purl.obolibrary.org/obo/GO_2001053,regulation of mesenchymal cell apoptotic process
http://purl.obolibrary.org/obo/CHEBI_34216,"2,3,3',4,5-pentachlorobiphenyl",http://purl.obolibrary.org/obo/CHEBI_83403,monochlorobenzenes
http://purl.obolibrary.org/obo/GO_0061114,branching involved in pancreas morphogenesis,http://purl.obolibrary.org/obo/GO_0061138,morphogenesis of a branching epithelium
http://purl.obolibrary.org/obo/ECTO_9000153,exposure to oxygen radical,http://purl.obolibrary.org/obo/ECTO_9000172,exposure to inorganic compound
http://purl.obolibrary.org/obo/ECTO_7000127,exposure to groundwater,http://purl.obolibrary.org/obo/ECTO_7000063,exposure to water in environment
http://purl.obolibrary.org/obo/GO_0051984,positive regulation of chromosome segregation,http://purl.obolibrary.org/obo/GO_0051983,regulation of chromosome segregation
http://purl.obolibrary.org/obo/ECTO_9001625,exposure to polychlorinated dibenzodioxine,http://purl.obolibrary.org/obo/ECTO_0001152,exposure to organochlorine compound
http://purl.obolibrary.org/obo/CHEBI_51685,diborane,http://purl.obolibrary.org/obo/CHEBI_33589,boranes
http://purl.obolibrary.org/obo/ENVO_01001785,land,http://purl.obolibrary.org/obo/ENVO_01001311,solid surface layer
http://purl.obolibrary.org/obo/ECTO_9001127,exposure to Fomesafen,http://purl.obolibrary.org/obo/ECTO_9000533,exposure to organofluorine compound
http://purl.obolibrary.org/obo/ENVO_00000033,pond,http://purl.obolibrary.org/obo/ENVO_01000617,lentic water body
http://purl.obolibrary.org/obo/UBERON_0000955,brain,http://purl.obolibrary.org/obo/UBERON_0000062,organ
http://purl.obolibrary.org/obo/CHEBI_27084,trehalose phosphate,http://purl.obolibrary.org/obo/CHEBI_23843,disaccharide phosphate
http://purl.obolibrary.org/obo/CHEBI_37205,pentol,http://purl.obolibrary.org/obo/CHEBI_26191,polyol
http://purl.obolibrary.org/obo/CHEBI_133249,saturated fatty aldehyde,http://purl.obolibrary.org/obo/CHEBI_35746,fatty aldehyde
http://purl.obolibrary.org/obo/CHEBI_30762,salicylate,http://purl.obolibrary.org/obo/CHEBI_25388,monohydroxybenzoate
http://purl.obolibrary.org/obo/GO_2001054,negative regulation of mesenchymal cell apoptotic process,http://purl.obolibrary.org/obo/GO_0043066,negative regulation of apoptotic process
http://purl.obolibrary.org/obo/CHEBI_34840,methyl methacrylate,http://purl.obolibrary.org/obo/CHEBI_51702,enoate ester
http://purl.obolibrary.org/obo/FOODON_03310573,turkey sandwich,http://purl.obolibrary.org/obo/FOODON_00003158,poultry sandwich
http://purl.obolibrary.org/obo/GO_2000543,positive regulation of gastrulation,http://purl.obolibrary.org/obo/GO_0010470,regulation of gastrulation
http://purl.obolibrary.org/obo/CHEBI_83821,amino acid derivative,http://purl.obolibrary.org/obo/CHEBI_35352,organonitrogen compound
http://purl.obolibrary.org/obo/ECTO_0070105,exposure to cooked oatmeal via ingestion,http://purl.obolibrary.org/obo/ECTO_0000015,exposure to environmental material
http://purl.obolibrary.org/obo/CHEBI_32689,D-argininium(1+),http://purl.obolibrary.org/obo/CHEBI_32696,argininium(1+)
http://purl.obolibrary.org/obo/GO_1905629,positive regulation of serotonin biosynthetic process,http://purl.obolibrary.org/obo/GO_0051173,positive regulation of nitrogen compound metabolic process
http://purl.obolibrary.org/obo/CHEBI_37533,azo compound,http://purl.obolibrary.org/obo/CHEBI_51143,nitrogen molecular entity
http://purl.obolibrary.org/obo/ECTO_9000468,exposure to kainic acid,http://purl.obolibrary.org/obo/ECTO_0000163,exposure to organic cyclic compound
http://purl.obolibrary.org/obo/GO_1901403,positive regulation of tetrapyrrole metabolic process,http://purl.obolibrary.org/obo/GO_0051173,positive regulation of nitrogen compound metabolic process
http://purl.obolibrary.org/obo/UBERON_0002349,myocardium,http://purl.obolibrary.org/obo/UBERON_0005983,heart layer
http://purl.obolibrary.org/obo/GO_1905872,negative regulation of protein localization to cell leading edge,http://purl.obolibrary.org/obo/GO_1903828,negative regulation of protein localization
http://purl.obolibrary.org/obo/UBERON_0002406,pericardial sac,http://purl.obolibrary.org/obo/UBERON_0005181,thoracic segment organ
http://purl.obolibrary.org/obo/ECTO_9001993,exposure to P2Y12 receptor antagonist,http://purl.obolibrary.org/obo/ECTO_9001822,exposure to antagonist
http://purl.obolibrary.org/obo/GO_0005887,integral component of plasma membrane,http://purl.obolibrary.org/obo/GO_0016021,integral component of membrane
http://purl.obolibrary.org/obo/ENVO_01000488,wooden building floor,http://purl.obolibrary.org/obo/ENVO_01001271,impermeable surface layer
http://purl.obolibrary.org/obo/GO_0034486,vacuolar transmembrane transport,http://purl.obolibrary.org/obo/GO_0055085,transmembrane transport
http://purl.obolibrary.org/obo/CHEBI_65191,second generation antipsychotic,http://purl.obolibrary.org/obo/CHEBI_35476,antipsychotic agent
http://purl.obolibrary.org/obo/ENVO_00010625,zoological garden,http://purl.obolibrary.org/obo/ENVO_00000011,garden
http://purl.obolibrary.org/obo/UBERON_0000344,mucosa,http://purl.obolibrary.org/obo/UBERON_0004923,organ component layer
http://purl.obolibrary.org/obo/GO_0031032,actomyosin structure organization,http://purl.obolibrary.org/obo/GO_0030036,actin cytoskeleton organization
http://purl.obolibrary.org/obo/CL_0002076,endo-epithelial cell,http://purl.obolibrary.org/obo/CL_0002371,somatic cell
http://purl.obolibrary.org/obo/CDNO_0200593,concentration of inorganic potassium salt in material entity,http://purl.obolibrary.org/obo/CDNO_0200592,concentration of dietary potassium in material entity
http://purl.obolibrary.org/obo/ENVO_01000478,cement plaster,http://purl.obolibrary.org/obo/ENVO_01000476,plaster
http://purl.obolibrary.org/obo/UBERON_0003458,neck bone,http://purl.obolibrary.org/obo/UBERON_0007914,bone of craniocervical region
http://purl.obolibrary.org/obo/ECTO_9001205,exposure to oryzalin,http://purl.obolibrary.org/obo/ECTO_9001359,exposure to sulfonamide
http://purl.obolibrary.org/obo/FOODON_03420225,egg (without shell),http://purl.obolibrary.org/obo/FOODON_03420194,egg or egg component
http://purl.obolibrary.org/obo/UBERON_0003644,kidney arterial blood vessel,http://purl.obolibrary.org/obo/UBERON_0003517,kidney blood vessel
http://purl.obolibrary.org/obo/ECTO_9001677,exposure to nucleoside antibiotic,http://purl.obolibrary.org/obo/ECTO_0000544,exposure to antimicrobial agent
http://purl.obolibrary.org/obo/CHEBI_52357,chlorine dioxide,http://purl.obolibrary.org/obo/CHEBI_37750,chlorine oxide
http://purl.obolibrary.org/obo/CL_1000223,lung neuroendocrine cell,http://purl.obolibrary.org/obo/CL_0000082,epithelial cell of lung
http://purl.obolibrary.org/obo/GO_2000380,regulation of mesoderm development,http://purl.obolibrary.org/obo/GO_0050793,regulation of developmental process
http://purl.obolibrary.org/obo/CHEBI_81542,Octachlorostyrene,http://www.w3.org/2002/07/owl#Thing,owl:Thing
