NHANES Variable ID,NHANES Variable Label,Mapped Ontology Term Label,Mapped Ontology Term IRI,Mapping Score,Ontology
FFQ0085,Q.85 Did you eat baked ham,baked good,http://purl.obolibrary.org/obo/FOODON_03311631,0.408448955,FOODON
OHX23BPS,BOP: mesial #23,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.408281627,NCIT
OHX10PCL,LOA: Max L(LI) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.408079235,NCIT
LBCTC2LA,344'5-tcb lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.407994555,NCIT
OHX23PCL,LOA: Mnd L(LI) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.407984366,NCIT
OHD711C,Need teeth pulled because of lost fillin,filled cheese,http://purl.obolibrary.org/obo/FOODON_03302915,0.407909864,FOODON
OHD10PCS,LOA: mesial #10 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.407893686,NCIT
SSTBBAL,2345tetrabromobenzoicacid(ug/L)cmt cd,Benzoic Acid,http://purl.obolibrary.org/obo/NCIT_C61646,0.407690278,NCIT
LBX170,PCB170 (ng/g),C170,http://www.ebi.ac.uk/efo/EFO_0006363,0.407550958,EFO
OHX15BPS,BOP: mesial #15,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.407349601,NCIT
LBC170,PCB 170 (pg/g),C170,http://www.ebi.ac.uk/efo/EFO_0006363,0.407084834,EFO
OHD30PCS,LOA: mesial #30 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.406894324,NCIT
OHX08PCS,LOA: Max R(CI) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406728541,NCIT
LBXF07LA,234678-hxcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.40668961,NCIT
FFQ0070,Q.70 Did you eat cold cuts,Cold,http://purl.obolibrary.org/obo/NCIT_C62180,0.406660826,NCIT
OHX25PCS,LOA: Mnd R(CI) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.40663461,NCIT
OHX19BPS,BOP: mesial #19,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.406549116,NCIT
LBD074LC,PCB 74,retinitis pigmentosa 74,http://purl.obolibrary.org/obo/MONDO_0014692,0.406490858,MONDO
OHX10PCM,LOA: Max L(LI) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406479875,NCIT
OHX04PCD,LOA: Max R(2B) DF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406456261,NCIT
OHX23PCM,LOA: Mnd L(LI) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406386116,NCIT
OHX29PCD,LOA: Mnd R(2B) DF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406362518,NCIT
OHX03PCD,LOA: Max R(1M) DF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.40634796,NCIT
OHX30PCD,LOA: Mnd R(1M) DF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406254292,NCIT
OHX02PCD,LOA: Max R(2M) DF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406236887,NCIT
OHX05PCD,LOA: Max R(1B) DF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406192602,NCIT
OHX31PCD,LOA: Mnd R(2M) DF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406143296,NCIT
OHX13PCS,LOA: Max L(2B) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406124266,NCIT
OHX28PCD,LOA: Mnd R(1B) DF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406099041,NCIT
OHX20PCS,LOA: Mnd L(2B) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.406030753,NCIT
OHX14PCS,LOA: Max L(1M) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.40601623,NCIT
LBC196,PCB 196 (ng/g),NCI-H196,http://www.ebi.ac.uk/efo/EFO_0006668,0.405994256,EFO
FFQ0072,Q.72 Did you eat other cold cuts,Cold,http://purl.obolibrary.org/obo/NCIT_C62180,0.405988565,NCIT
OHX19PCS,LOA: Mnd L(1M) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.405922792,NCIT
OHX15PCS,LOA: Max L(2M) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.405905429,NCIT
OHX12PCS,LOA: Max L(1B) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.405861252,NCIT
OHX18PCS,LOA: Mnd L(2M) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.405812066,NCIT
OHX21PCS,LOA: Mnd L(1B) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.40576792,NCIT
OHX09PCL,LOA: Max L(CI) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.405498828,NCIT
OHX24PCL,LOA: Mnd L(CI) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.405405747,NCIT
OHD11PCS,LOA: mesial #11 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.405362508,NCIT
LBXBB1LA,22'44'55'-hexbrombiphenyl lipid adj,exposure to biphenyl,http://purl.obolibrary.org/obo/ECTO_9000491,0.40534698,ECTO
CIQD093,Anything else happen before periods,Anything Else Made You Feel Bad or Sick,http://purl.obolibrary.org/obo/NCIT_C136378,0.405310586,NCIT
BAQ075,How long ago where you treated,How Long Do You Expect to Live After Treatment for Prostate Cancer,http://purl.obolibrary.org/obo/NCIT_C124821,0.405264341,NCIT
BPXCHR,60 sec HR (30 sec HR * 2),triple sec,http://purl.obolibrary.org/obo/FOODON_00002551,0.405025007,FOODON
OHD24PCS,LOA: mesial #24 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.404845787,NCIT
FFQ0072A,Q.72A Did you eat light meats,Meat,http://purl.obolibrary.org/obo/NCIT_C126482,0.404745538,NCIT
LBXF05LA,123678-hxcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.404622907,NCIT
CIQD062,Did anything else happen before period,Anything Else Made You Feel Bad or Sick,http://purl.obolibrary.org/obo/NCIT_C136378,0.404543339,NCIT
CIQD069,Did anything else happen before period,Anything Else Made You Feel Bad or Sick,http://purl.obolibrary.org/obo/NCIT_C136378,0.404543339,NCIT
OHD13PCS,LOA: mesial #13 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.404140612,NCIT
LBXD02LA,123478-hxcdd Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.40401443,NCIT
OHX09PCM,LOA: Max L(CI) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.4039295,NCIT
OHX07PCL,LOA: Max R(LI) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.403923476,NCIT
OHX24PCM,LOA: Mnd L(CI) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.403837495,NCIT
OHX26PCL,LOA: Mnd R(LI) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.403831475,NCIT
OHX28BPS,BOP: mesial #28,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.403826239,NCIT
OHD18PCS,LOA: mesial #18 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.403755183,NCIT
FSD032C,HH Couldn't afford balanced meals,Balance,http://purl.obolibrary.org/obo/NCIT_C73497,0.403549877,NCIT
OHX21BPS,BOP: mesial #21,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.403386862,NCIT
OHD14PCS,LOA: mesial #14 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.403335143,NCIT
LBXD04LA,123789-hxcdd Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.403287059,NCIT
OHX26BPS,BOP: mesial #26,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.403252546,NCIT
FFQ0081,Q.81 Did you eat spareribs,SPARE,http://www.ebi.ac.uk/efo/EFO_0008943,0.403146744,EFO
OHD25PCS,LOA: mesial #25 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.403140531,NCIT
LBCBR2LA,244'-tribrmdphenyl ether lpd adj(ng/g),exposure to diphenyl ether,http://purl.obolibrary.org/obo/ECTO_9000380,0.40305753,ECTO
WHQ080J,Took non-RX suppl. to lose weight,Wants to lose weight (finding),http://snomed.info/id/170805002,0.402995829,SNOMED
WHD080J,Took non-RX suppl. to lose weight,Wants to lose weight (finding),http://snomed.info/id/170805002,0.402995829,SNOMED
LBC206,PCB 206 (ng/g),MIR206 Gene,http://purl.obolibrary.org/obo/NCIT_C81790,0.402914867,NCIT
OHX31BPS,BOP: mesial #31,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.402668856,NCIT
OHX07PCM,LOA: Max R(LI) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.402372298,NCIT
OHX26PCM,LOA: Mnd R(LI) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.402281352,NCIT
OHD23PCS,LOA: mesial #23 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.402190243,NCIT
URDBDCLC,Bis (13-dichloro-2-propyl) Phosph Comt,hydroxy propyl distarch phosphate,http://purl.obolibrary.org/obo/FOODON_03413118,0.402085968,FOODON
OHX04PCS,LOA: Max R(2B) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.402027351,NCIT
OHX29PCS,LOA: Mnd R(2B) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.401936639,NCIT
OHX03PCS,LOA: Max R(1M) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.401922551,NCIT
OHX30PCS,LOA: Mnd R(1M) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.40183191,NCIT
OHX02PCS,LOA: Max R(2M) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.401815067,NCIT
OHX05PCS,LOA: Max R(1B) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.401772212,NCIT
OHX31PCS,LOA: Mnd R(2M) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.401724498,NCIT
FSD032E,HH Couldn't feed child balanced meal,Balanced Study,http://purl.obolibrary.org/obo/NCIT_C142398,0.401723288,NCIT
OHX28PCS,LOA: Mnd R(1B) MF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.401681672,NCIT
SDMPFOSL,Monomethyl br. iso of PFOS,Monomethyl Fumarate,http://purl.obolibrary.org/obo/NCIT_C166722,0.401660903,NCIT
PAQ690j,buses trains or subways,Mouse Strains,http://purl.obolibrary.org/obo/NCIT_C14420,0.401421686,NCIT
OHX08PCL,LOA: Max R(CI) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.401420623,NCIT
OHX25PCL,LOA: Mnd R(CI) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.401330321,NCIT
OHD15PCS,LOA: mesial #15 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.401299224,NCIT
OHX29BPS,BOP: mesial #29,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.401272854,NCIT
SSDONA,Adona(8dioxa3Hperfluorononanoate)(ng/mL),exposure to perfluorononanoic acid,http://purl.obolibrary.org/obo/ECTO_9000669,0.401266408,ECTO
SMQ666B,Regular light or ultralite BensonHedges,Regular,http://purl.obolibrary.org/obo/NCIT_C25647,0.400892697,NCIT
OHX13PCL,LOA: Max L(2B) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.400839665,NCIT
OHX20PCL,LOA: Mnd L(2B) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.400749754,NCIT
OHX14PCL,LOA: Max L(1M) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.400735791,NCIT
LBC183,PCB 183 (ng/g),MIR183 Gene,http://purl.obolibrary.org/obo/NCIT_C80725,0.400659931,NCIT
OHX19PCL,LOA: Mnd L(1M) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.40064595,NCIT
OHX15PCL,LOA: Max L(2M) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.400629255,NCIT
OHX12PCL,LOA: Max L(1B) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.400586779,NCIT
WHQ080I,Took RX diet pills to lose weight,Wants to lose weight (finding),http://snomed.info/id/170805002,0.400543592,SNOMED
OHX18PCL,LOA: Mnd L(2M) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.400539486,NCIT
OHD19PCS,LOA: mesial #19 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.400533814,NCIT
URDTP2LC,Trp-P-2 (pg/mL),CTRP Terminology,http://purl.obolibrary.org/obo/NCIT_C116977,0.400508706,NCIT
URXTRP2,Trp-P-2 (pg/mL),CTRP Terminology,http://purl.obolibrary.org/obo/NCIT_C116977,0.400508706,NCIT
OHX21PCL,LOA: Mnd L(1B) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.400497038,NCIT
VTQ080,Store paints or fuels inside your home,exposure to fuel,http://purl.obolibrary.org/obo/ECTO_9001699,0.400262942,ECTO
LBXF08LA,1234678-hxcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.400137172,NCIT
OHX08PCM,LOA: Max R(CI) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.399897993,NCIT
OHX25PCM,LOA: Mnd R(CI) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.399808715,NCIT
LBC110,PCB 110 (ng/g),"hearing loss, autosomal recessive 110",http://purl.obolibrary.org/obo/MONDO_0054860,0.399568754,MONDO
OHD02CJS,LOA: mesial #2 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.39944034,NCIT
LBC149,PCB 149 (ng/g),SS149,http://www.ebi.ac.uk/efo/EFO_0004089,0.399387228,EFO
SSBDCPP,Bis(13-dichloro-2-propyl) phos (ug/L),Dichlorophen,http://purl.obolibrary.org/obo/NCIT_C47485,0.399323788,NCIT
SSBDCPP,Bis(13-dichloro-2-propyl) phos(ug/L),Dichlorophen,http://purl.obolibrary.org/obo/NCIT_C47485,0.399323788,NCIT
OHX13PCM,LOA: Max L(2B) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.399323611,NCIT
BPQ043C,Told of other diet changes for hyprtnsn,Fold Change,http://purl.obolibrary.org/obo/NCIT_C60693,0.399238012,NCIT
OHX20PCM,LOA: Mnd L(2B) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.399234716,NCIT
OHX14PCM,LOA: Max L(1M) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.399220911,NCIT
OHX19PCM,LOA: Mnd L(1M) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.399132085,NCIT
OHX15PCM,LOA: Max L(2M) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.399115579,NCIT
OHX12PCM,LOA: Max L(1B) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.399073582,NCIT
OHX18PCM,LOA: Mnd L(2M) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.399026823,NCIT
OHX21PCM,LOA: Mnd L(1B) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.398984854,NCIT
LBCF01LA,2378-tcdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.398862974,NCIT
LBXD03LA,123678-hxcdd Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.398747715,NCIT
LBCBR7LA,22'44'55'-hxbrompheyl lpd adj(ng/g),HEYL Gene,http://purl.obolibrary.org/obo/NCIT_C114520,0.398396856,NCIT
CIQD081,Anything else happen before 2nd period,Anything Else Made You Feel Bad or Sick,http://purl.obolibrary.org/obo/NCIT_C136378,0.398219825,NCIT
OHD28PCS,LOA: mesial #28 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.397929254,NCIT
OHD21PCS,LOA: mesial #21 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.397508825,NCIT
URDTP1LC,Trp-P-1 (pg/mL),CTRP Terminology,http://purl.obolibrary.org/obo/NCIT_C116977,0.397461249,NCIT
URXTRP1,Trp-P-1 (pg/mL),CTRP Terminology,http://purl.obolibrary.org/obo/NCIT_C116977,0.397461249,NCIT
OHD26PCS,LOA: mesial #26 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.397380294,NCIT
BPQ110A,Eating fewer high fat foods on own,High saturated fat food (substance),http://snomed.info/id/228015007,0.396924361,SNOMED
BPQ120,Eating fewer high fat foods on own,High saturated fat food (substance),http://snomed.info/id/228015007,0.396924361,SNOMED
BPD110A,Eating fewer high fat foods on own,High saturated fat food (substance),http://snomed.info/id/228015007,0.396924361,SNOMED
BPD120,Eating fewer high fat foods on own,High saturated fat food (substance),http://snomed.info/id/228015007,0.396924361,SNOMED
OHX04PCL,LOA: Max R(2B) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.396899072,NCIT
LBXF08LA,1234678-hpcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.39686577,NCIT
OHD31PCS,LOA: mesial #31 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.3968217,NCIT
OHX29PCL,LOA: Mnd R(2B) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.396811786,NCIT
OHX03PCL,LOA: Max R(1M) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.396798231,NCIT
OHX30PCL,LOA: Mnd R(1M) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.396711012,NCIT
OHX02PCL,LOA: Max R(2M) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.396694804,NCIT
OHX05PCL,LOA: Max R(1B) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.396653567,NCIT
OHX31PCL,LOA: Mnd R(2M) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.396607653,NCIT
OHX28PCL,LOA: Mnd R(1B) MdL FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.396566443,NCIT
URXCCC,cis dichlorovnl-dimeth carboacid (ug/L),dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.396493979,FOODON
LBD149LC,PCB149,SS149,http://www.ebi.ac.uk/efo/EFO_0004089,0.396329709,EFO
SS149,PCB149,SS149,http://www.ebi.ac.uk/efo/EFO_0004089,0.396329709,EFO
LBD138LC,PCB138,CB1370,http://www.ebi.ac.uk/efo/EFO_0004079,0.395641817,EFO
LBX180,PCB180 (ng/g),LS 180,http://www.ebi.ac.uk/efo/EFO_0006640,0.395637395,EFO
LBC187,PCB 187 (ng/g),HCC1187,http://www.ebi.ac.uk/efo/EFO_0001170,0.395518581,EFO
OHD29PCS,LOA: mesial #29 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.395485432,NCIT
OHX04PCM,LOA: Max R(2B) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.395427129,NCIT
OHX29PCM,LOA: Mnd R(2B) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.395340811,NCIT
OHX03PCM,LOA: Max R(1M) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.395327406,NCIT
OHX30PCM,LOA: Mnd R(1M) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.395241153,NCIT
OHX02PCM,LOA: Max R(2M) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.395225124,NCIT
OHX05PCM,LOA: Max R(1B) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.395184344,NCIT
URDAMULC,5-actylamno-6-amno-3-methylucl cmnt code,Rhamnose,http://purl.obolibrary.org/obo/NCIT_C68486,0.395149958,NCIT
OHX31PCM,LOA: Mnd R(2M) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.395138938,NCIT
OHX28PCM,LOA: Mnd R(1B) MdF FGM-sulcus(mm),Radial Sulcus,http://purl.obolibrary.org/obo/NCIT_C187836,0.395098184,NCIT
CSXNASG,Whole Mouth Test: .32 M NaCl gLMS,Whole,http://purl.obolibrary.org/obo/NCIT_C25326,0.394716353,NCIT
LBXMFOS,Sm-PFOS (ng/mL),FOS Gene,http://purl.obolibrary.org/obo/NCIT_C19532,0.394651014,NCIT
OHD05CJS,LOA: mesial #5 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.394620065,NCIT
OHD03CJS,LOA: mesial #3 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.394609086,NCIT
LBXF10LA,12346789-ocdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.394411957,NCIT
DID330,What does Dr say LDL should be,Shoulder,http://purl.obolibrary.org/obo/NCIT_C25203,0.394326789,NCIT
LBX177,PCB177 (ng/g),CD177 Gene,http://purl.obolibrary.org/obo/NCIT_C113573,0.393751697,NCIT
OHD04CJS,LOA: mesial #4 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.393739756,NCIT
URXCCC,dichlorovnl-dimeth prop carboacid (ug/L),dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.393528998,FOODON
URXTCC,dichlorovnl-dimeth prop carboacid (ug/L),dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.393528998,FOODON
URXTCC,Dichlorovnl-dimeth prop carboacid(ug/L),dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.393528998,FOODON
URXTCC,Dichlorovnl-dimeth prop carboacid (ug/L),dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.393528998,FOODON
URDCCCLC,cis dichlorovnl-dimeth carboacid code,dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.393485425,FOODON
LBX195,PCB195 (ng/g),MIR195 Gene,http://purl.obolibrary.org/obo/NCIT_C81749,0.393290961,NCIT
LBC114,PCB 114 (pg/g),Human rhinovirus 114 (organism),http://snomed.info/id/60847003,0.393271468,SNOMED
LBCTCDLA,2378-tcdd lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.393231683,NCIT
FSQ121,Now attend headstart,breadstick,http://purl.obolibrary.org/obo/FOODON_03302485,0.392917196,FOODON
FFQ0139D,Q.139D Other type of oils eaten,Oil,http://purl.obolibrary.org/obo/NCIT_C66934,0.392837576,NCIT
VTQ244B,Long ago did you pump gas in your car,Did You Have Trouble Keeping Your Attention On Any Activity For Long,http://purl.obolibrary.org/obo/NCIT_C111728,0.392752769,NCIT
VTD244B,Long ago did you pump gas in your car,Did You Have Trouble Keeping Your Attention On Any Activity For Long,http://purl.obolibrary.org/obo/NCIT_C111728,0.392752769,NCIT
LBC123,PCB 123 (ng/g),Iometopane I 123,http://purl.obolibrary.org/obo/NCIT_C132272,0.392643898,NCIT
MCD330,How long ago was last PSA test,Last,http://purl.obolibrary.org/obo/NCIT_C25551,0.392611472,NCIT
SMD233,# chewing plugs/wads/chaws per day,Chews plug tobacco (finding),http://snomed.info/id/228514003,0.392362305,SNOMED
LBC087,PCB 87 (ng/g),Human rhinovirus 87 (organism),http://snomed.info/id/17735001,0.392334915,SNOMED
FFQ0058,Q.58 Did you eat rice,red rice,http://purl.obolibrary.org/obo/FOODON_00003077,0.391823214,FOODON
LBD052LC,PCB 52,Human rhinovirus 52 (organism),http://snomed.info/id/5811004,0.391800045,SNOMED
LBXF09LA,1234789-hpcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.391422307,NCIT
LBXD05LA,1234678-hpcdd Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.391317479,NCIT
LBXMC,MCHC (g/dL),Mchicha (substance),http://snomed.info/id/227888003,0.390939411,SNOMED
LB2MC,MCHC (g/dL),Mchicha (substance),http://snomed.info/id/227888003,0.390939411,SNOMED
DID310D,What does Dr say DBP should be,Shoulder,http://purl.obolibrary.org/obo/NCIT_C25203,0.390930275,NCIT
WTSCY4YR,Surplus sera cystatin 99-02 weights,cystatin B measurement,http://www.ebi.ac.uk/efo/EFO_0010593,0.390711502,EFO
URDCCCLC,dichlorovnl-dimeth prop carboacid code,dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.390586936,FOODON
URDTCCLC,dichlorovnl-dimeth prop carboacid code,dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.390586936,FOODON
