"Variable Name","SAS Label","English Text","Target","Table"
"FFQ0009","Q.9 Did you drink soft drinks?","Over the past 12 months, did you drink soft drinks, soda, or pop?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0009A","Q.9A How often did you drink in summer?","How often did you drink soft drinks, soda, or pop IN THE SUMMER?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0009B","Q.9B How often drink rest of year?","How often did you drink soft drinks, soda, or pop DURING THE REST OF THE YEAR?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0009C","Q.9C How often drink diet soft drinks?","How often were these soft drinks, soda, or pop diet or sugar-free?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0009D","Q.9D How often drink caffeine-free?","How often were these soft drinks, soda, or pop caffeine-free?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0010","Q.10 Did you drink beer?","Over the past 12 months, did you drink beer?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0010A","Q.10A Did you drink beer in summer?","How often did you drink beer IN THE SUMMER?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0010B","Q.10B Did you drink beer rest of year?","How often did you drink beer DURING THE REST OF THE YEAR?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0011","Q.11 Did you drink wine?","How often did you drink wine or wine coolers?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0012","Q.12 Did you drink liquor?","How often did you drink liquor or mixed drinks?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0013","Q.13 Did you eat cooked cereal?","Did you eat oatmeal, grits, or other cooked cereal?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0013A","Q.13A Did you eat oatmeal in winter?","How often did you eat oatmeal, grits, or other cooked cereal IN THE WINTER?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0013B","Q.13B How often eat oatmeal rest of yr?","How often did you eat oatmeal, grits, or other cooked cereal DURING THE REST OF THE YEAR?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0013C","Q.13C How often was it oatmeal?","How often was the cooked cereal you ate oatmeal?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0014","Q.14 How often eat cold cereal?","How often did you eat cold cereal?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0014A","Q.14A How often eat whole grain cereal?","How often was the cold cereal you ate a whole grain type (such as shredded wheat, Wheaties, Cheerios, Raisin Bran, or other bran,oat, or whole wheat cereal)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0014B","Q.14B Was milk added?","Was milk added to your cold cereal?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0014C","Q.14C What kind of milk was added?","What kind of milk was usually added?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0015","Q.15 Did you eat applesauce?","How often did you eat applesauce?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0016","Q.16 Did you eat apples?","How often did you eat apples?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0017","Q.17 Did you eat pears?","How often did you eat pears (fresh, canned, or frozen)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0018","Q.18 Did you eat bananas?","How often did you eat bananas?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0019","Q.19 Did you eat pineapple?","How often did you eat pineapple?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0020","Q.20 Did you eat dried fruit?","How often did you eat dried fruit, such as prunes or raisins?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0021","Q.21 Did you eat peaches?","Over the past 12 months, did you eat peaches, nectarines, or plums?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0021A","Q.21A Did you eat fresh peaches?","How often did you eat fresh peaches, nectarines, or plums WHEN IN SEASON?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0021B","Q.21B Fresh peaches rest of year?","How often did you eat fresh peaches, nectarines, or plums (fresh, canned, or frozen) DURING THE REST OF THE YEAR?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0022","Q.22 Did you eat grapes?","How often did you eat grapes?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0023","Q.23 Did you eat melons?","Over the past 12 months, did you eat melons (such as cantaloupe, watermelon, or honeydew)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0023A","Q.23A Did you eat melons in season?","How often did you eat fresh melons (such as cantaloupe, watermelon, or honeydew) WHEN IN SEASON?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0023B","Q.23B Did you eat melons rest of year?","How often did you eat fresh or frozen melons (such as cantaloupe, watermelon, or honeydew) DURING THE REST OF THE YEAR)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0024","Q.24 Fresh strawberries eaten?","Did you eat strawberries?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0024A","Q.24A Fresh strawberries eaten in season","How often did you eat fresh strawberries WHEN IN SEASON?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0024B","Q.24B Strawberries eaten other times","How often did you eat fresh or frozen strawberries DURING THE REST OF THE YEAR?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0025","Q.25 Did you eat oranges?","Over the past 12 months, did you eat oranges, tangerines, clementines, or tangelos?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0025A","Q.25A Did you eat fresh oranges?","How often did you eat fresh oranges, tangerines, clementines, or tangelos WHEN IN SEASON?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0025B","Q.25B Did you eat oranges rest of year?","How often did you eat oranges, tangerines, clementines, or tangelos (fresh or canned) DURING THE REST OF THE YEAR?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0026","Q.26 Did you eat grapefruit?","Over the past 12 months, did you eat grapefruit?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0026A","Q.26A Did you eat fresh grapefruit?","How often did you eat fresh grapefruit WHEN IN SEASON?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0026B","Q.26B Did you eat grapefruit rest of yr?","How often did you eat grapefruit (fresh or canned) DURING THE REST OF THE YEAR?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0027","Q.27 Did you eat other kinds of fruit?","How often did you eat other kinds of fruit?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0028","Q.28 Did you eat cooked greens?","How often did you eat COOKED greens (such as spinach, turnip, collard, mustard, chard, or kale)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0029","Q.29 Did you eat raw greens?","How often did you eat RAW greens (such as spinach, turnip, collard, mustard, chard, or kale)? (We will ask about lettuce later.)","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0030","Q.30 Did you eat coleslaw?","How often did you eat coleslaw?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0031","Q.31 Did you eat sauerkraut?","How often did you eat sauerkraut or cabbage (other than coleslaw)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0032","Q.32 Did you eat carrots?","How often did you eat carrots (fresh, canned, or frozen)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0033","Q.33 Did you eat string beans?","How often did you eat string beans or green beans (fresh, canned, or frozen)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0034","Q.34 Did you eat peas?","How often did you eat peas (fresh, canned, or frozen)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0035","Q.35 Did you eat corn?","Over the past 12 months, did you eat corn?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0035A","Q.35A Did you eat corn in season?","How often did you eat corn (fresh, canned, or frozen) WHEN IN SEASON?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0035B","Q.35B Did you eat corn rest of year?","How often did you eat corn (fresh, canned, or frozen) DURING THE REST OF THE YEAR?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0036","Q.36 Did you eat broccoli?","How often did you eat broccoli (fresh or frozen)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0037","Q.37 Did you eat cauliflower?","How often did you eat cauliflower or Brussels sprouts (fresh or frozen)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0038","Q.38 Did you eat mixed veggies?","How often did you eat mixed vegetables?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0039","Q.39 Did you eat onions?","How often did you eat onions (including in mixtures)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0040","Q.40 Did you eat peppers?","Over the past 12 months, how often did you eat sweet or hot peppers (green, red, or yellow)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0041","Q.41 Did you eat cucumbers?","How often did you eat raw cucumbers (not including pickles)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0042","Q.42 Fresh tomatoes eaten?","Over the past 12 months, did you eat fresh tomatoes (including those in salads)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0042A","Q.42A Fresh tomatoes eaten in season?","How often did you eat fresh tomatoes (including those in salads) WHEN IN SEASON?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0042B","Q.42B Fresh tomatoes eaten other times?","How often did you eat fresh tomatoes (including those in salads) DURING THE REST OF THE YEAR?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0043","Q.43 Did you eat summer squash?","Did you eat summer squash (include yellow and green squash)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0043A","Q.43A How often eat squash in season?","How often did you eat summer squash WHEN IN SEASON (include yellow and green squash)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0043B","Q.43B Did you squash rest of year?","How often did you eat summer squash DURING THE REST OF THE YEAR (include yellow and green squash)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0044","Q.44 Did you eat lettuce salads?","How often did you eat lettuce salads (with or without other vegetables)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0044A","Q.44A How often eat dark green leaves?","How often were the lettuce salads you ate made with dark green leaves?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0045","Q.45 Did you eat salad dressing?","How often did you eat salad dressing (including low-fat) on salads or other vegetables?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0046","Q.46 Did you eat sweet potatoes?","How often did you eat sweet potatoes or yams?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0047","Q.47 Did you eat french fries?","How often did you eat French fries, home fries, hash browned potatoes, or tater tots?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0048","Q.48 Did you eat potato salad?","How often did you eat potato salad?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0049","Q.49 Did you eat baked potatoes?","How often did you eat baked, broiled, or mashed potatoes?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0050","Q.50 Did you eat salsa?","How often did you eat salsa?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0051","Q.51 Did you eat catsup?","How often did you eat catsup?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0052","Q.52 Did you eat pickles?","How often did you eat pickles or pickled vegetables?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0053","Q.53 Did you eat stuffing?","How often did you eat stuffing, dressing, or dumplings?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0054","Q.54 Do you eat chili?","How often did you eat chili?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0055","Q.55 Do you eat tortillas?","How often did you eat tortillas or tacos?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0055A","Q.55A How often corn tortillas?","How often were your tortillas or tacos corn tortillas or tacos?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0056","Q.56 Did you eat cooked dried beans?","How often did you eat cooked dried beans (such as baked beans, pintos, kidney, blackeyed peas, lima, lentils, soybeans, or refried beans? (Please don't include bean soups or chili.)","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0057","Q.57 Did you eat other vegetables?","How often did you eat other kinds of vegetables?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0058","Q.58 Did you eat rice?","How often did you eat rice or other cooked grains (such as bulgur, cracked wheat, or millet)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0058A","Q.58A How often was grain rice?","How often was the rice or other cooked grains you ate brown rice, cracked wheat, or millet?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0059","Q.59 Did you eat pancakes?","How often did you eat pancakes, waffles, or French toast?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0059A","Q.59A How often syrup added?","How often was syrup added to your pancakes, waffles, or French toast?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0060","Q.60 Did you eat lasagna?","How often did you eat lasagna, stuffed shells, stuffed manicotti, ravioli, or tortellini? (Please do not include spaghetti or other pasta.)","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0061","Q.61 Did you eat macaroni and cheese?","How often did you eat macaroni and cheese?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0062","Q.62 Did you eat pasta salad?","How often did you eat pasta salad or macaroni salad?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0063","Q.63 Did you eat other pasta?","Other than the pastas listed in Question 60, 61, and 62, how often did you eat pasta, spaghetti, or other noodles?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0063A","Q.63A Did you eat spaghetti sauce?","How often did you eat your pasta, spaghetti, or other noodles with tomato sauce or spaghetti sauce made WITH meat?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0063B","Q.63B Did you eat meatless sauce?","How often did you eat your pasta, spaghetti, or other noodles with tomato sauce or spagetti sauce made WITHOUT meat?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0063C","Q.63C Did you eat pasta with margarine?","How often did you eat your pasta, spaghetti, or other noodles with margarine, butter, oil, or cream sauce?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0064","Q.64 Did you eat bagels?","How often did you eat bagels or English muffins?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0065","Q.65 Did you eat breads as sandwiches?","How often did you eat breads or rolls AS PART OF SANDWICHES (including burger and hot dog rolls)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0065A","Q.65A White bread eaten in sandwiches?","How often were the breads or rolls that you used for your sandwiches white bread (including burger and hot dog rolls)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0066","Q.66 Did you eat bread not sandwiches?","How often did you eat breads or dinner rolls NOT AS PART OF SANDWICHES?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0066A","Q.66A Ate other white breads or rolls?","How often were the breads or rolls you ate white bread?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0067","Q.67 Did you eat jam?","How often did you eat jam, jelly, or honey on bagels, muffins, bread, rolls, or crackers?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0068","Q.68 Did you eat peanut butter?","How often did you eat peanut butter or other nut butter?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0069","Q.69 Roast beef sandwiches eaten?","How often did you eat roast beef or steak IN SANDWICHES?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0070","Q.70 Did you eat cold cuts?","How often did you eat turkey or chicken COLD CUTS (such as loaf, luncheon meat, turkey ham, turkey salami, or turkey pastrami)? (We will ask about other turkey or chicken later.)","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0071","Q.71 Did you eat luncheon ham?","How often did you eat luncheon or deli-style ham? (We will ask about other ham later.)","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0071A","Q.71A Did you eat light ham?","How often was the luncheon or deli-style ham you ate light, low-fat, or fat-free?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0072","Q.72 Did you eat other cold cuts?","How often did you eat other cold cuts or luncheon meats (such as bologna, salami, corned beef, pastrami, or others, including low-fat)? (Please do not include ham, turkey, or chicken cold cuts.)","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0072A","Q.72A Did you eat light meats?","How often were the other cold cuts or luncheon meats you ate light, low-fat or fat-free? (Please do not include ham, turkey, or chicken cold cuts.)","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0073","Q.73 Did you eat canned tuna?","How often did you eat canned tuna (including in salads, sandwiches, or casseroles)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0074","Q.74 Did you eat GROUND chicken?","How often did you eat GROUND chicken or turkey? (We will ask about other chicken and turkey later.)","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0075","Q.75 Did you eat beef hamburgers?","How often did you eat beef hamburgers or cheeseburgers?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0075A","Q.75A Did you eat lean ground beef?","How often were the beef hamburgers or cheeseburgers you ate made with lean ground beef?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0076","Q.76 Ground beef mixtures eaten?","How often did you eat ground beef in mixtures (such as meatballs, casseroles, chili, or meatloaf)?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0077","Q.77 Did you eat hot dogs?","How often did you eat hot dogs or frankfurters? (Please do not include sausages or vegetarian hot dogs.)","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0077A","Q.77A Did you eat light hot dogs?","How often were the hot dogs or frankfurters you ate light or low-fat hot dogs?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
"FFQ0078","Q.78 Other beef mixtures eaten?","How often did you eat beef mixtures such as beef stew, beef pot pie, beef and noodles, or beef and vegetables?","Both males and females 2 YEARS - 150 YEARS","FFQRAW_D"
