NHANES Variable ID,NHANES Variable Label,Mapped Ontology Term Label,Mapped Ontology Term IRI,Mapping Score,Ontology
LBDVD2LC,25OHD2 comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.422382346,NCIT
WTSPP43,PPesticides Mec Weight Jack Knife Rep 43,Pesticide,http://purl.obolibrary.org/obo/NCIT_C737,0.422382281,NCIT
OHD29CJS,LOA: mesial #29 FGM/CEJ,mesial region,http://purl.obolibrary.org/obo/UBERON_4300140,0.42232601,UBERON
FFQ0042B,Q.42B Fresh tomatoes eaten other times?,06330 - tomatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540633,0.422248271,FOODON
SDUHIBPL,Mono-2-hydroxy-iso-butyl phthlte cmt,Butylated Hydroxyanisole,http://purl.obolibrary.org/obo/NCIT_C44347,0.422225708,NCIT
OSQ040bh,Under/over 50 when fracd. wrist 8th time,wrist fracture,http://www.ebi.ac.uk/efo/EFO_0009515,0.422214077,EFO
OSQ040bi,Under/over 50 when fracd. wrist 9th time,wrist fracture,http://www.ebi.ac.uk/efo/EFO_0009515,0.422214077,EFO
SS177,PCB177,CD177 Gene,http://purl.obolibrary.org/obo/NCIT_C113573,0.421876975,NCIT
LBXSCC,SCCmec Type,Type,http://purl.obolibrary.org/obo/NCIT_C25284,0.42169303,NCIT
WTSPP36,PPesticides Mec Weight Jack Knife Rep 36,Pesticide,http://purl.obolibrary.org/obo/NCIT_C737,0.421689514,NCIT
FFQ0007A,Q.7A What kind of milk did you drink?,Type of Milk Usually Drink,http://purl.obolibrary.org/obo/NCIT_C188087,0.421673393,NCIT
CVDWDI,Warm-up diastolic BP (mm Hg),Diastole,http://purl.obolibrary.org/obo/NCIT_C62109,0.421629396,NCIT
WTSPP47,PPesticides Mec Weight Jack Knife Rep 47,Pesticide,http://purl.obolibrary.org/obo/NCIT_C737,0.421615836,NCIT
WTSPP41,PPesticides Mec Weight Jack Knife Rep 41,Pesticide,http://purl.obolibrary.org/obo/NCIT_C737,0.421584517,NCIT
DXXL3TBS,L3 TBS,L3 larva,http://www.ebi.ac.uk/efo/EFO_0002720,0.421420233,EFO
LBC195,PCB 195 (ng/g),MIR195 Gene,http://purl.obolibrary.org/obo/NCIT_C81749,0.421269215,NCIT
CBQ875,Buy prepared foods from grocery store,prepared food product,http://purl.obolibrary.org/obo/FOODON_00001180,0.421207071,FOODON
FFQ0139D,Q.139D Other type of oils eaten?,Shale oils,http://purl.obolibrary.org/obo/CHEBI_80506,0.42090709,CHEBI
LBCF05,123678-Hexachlorofuran(hxcdf)(fg/g),hexachlorophene,http://purl.obolibrary.org/obo/CHEBI_5693,0.420662483,CHEBI
WHD050,Self-reported weight-1 yr ago (pounds),Reporter,http://purl.obolibrary.org/obo/NCIT_C41191,0.420467746,NCIT
WHD050,Self-reported weight - 1 yr ago (pounds),Reporter,http://purl.obolibrary.org/obo/NCIT_C41191,0.420467746,NCIT
DEQ034B,Wear hat that shades face and neck?,Neck,http://purl.obolibrary.org/obo/NCIT_C13063,0.419988403,NCIT
DBD930,Respondent is main meal planner/preparer,Print plate preparer (occupation),http://snomed.info/id/302317006,0.419911788,SNOMED
CSXNART,Whole Mouth Repeat: 0.32M NaCl gLMS,Repeat,http://purl.obolibrary.org/obo/NCIT_C47886,0.418531056,NCIT
LBC189,PCB 189 (ng/g),LSM-9189,http://purl.obolibrary.org/obo/CHEBI_97810,0.418447351,CHEBI
LBX196LA,PCB196 & 203 Lipid Adj (ng/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.418360513,NCIT
CBQ738i,Check label to compare b/w brands/foods,label,http://purl.obolibrary.org/obo/CHEBI_35209,0.418326207,CHEBI
PSQ050,How long ago was your first PSA test?,First,http://purl.obolibrary.org/obo/NCIT_C25509,0.418016884,NCIT
WTSAF4YR,4Yr AM(3-11) & fasting (12+) weights,fasting,http://www.ebi.ac.uk/efo/EFO_0002756,0.41755824,EFO
LBXF02LA,12378-pncdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.417557182,NCIT
DEAFRLEG,Front of legs with hands image captured,Image,http://purl.obolibrary.org/obo/NCIT_C48179,0.417500081,NCIT
BPQ043D,Told to do other things for hyprtnsn,Feel Too Tired to do Things I Like to Do,http://purl.obolibrary.org/obo/NCIT_C131370,0.417484603,NCIT
VTQ271B,How long in hrs since you bathed?,Since,http://purl.obolibrary.org/obo/NCIT_C45325,0.417467526,NCIT
VTD271B,How long in hrs since you bathed?,Since,http://purl.obolibrary.org/obo/NCIT_C45325,0.417467526,NCIT
CIQD083,What is longest no weeks felt that way?,MMSE - What Is the Day of Week,http://purl.obolibrary.org/obo/NCIT_C100546,0.417444995,NCIT
FSQ121,Now attend headstart,Flattened metatarsal heads,http://purl.obolibrary.org/obo/HP_0005194,0.417330352,HPO
OSQ040bj,Under/over 50 when fracd wrist 10th time,wrist fracture,http://www.ebi.ac.uk/efo/EFO_0009515,0.416913942,EFO
LBDD07LC,12346789-ocdd comment code,CID 91846789,http://purl.obolibrary.org/obo/CHEBI_151737,0.416204334,CHEBI
LBDD07LC,12346789-ocdd Comment Code,CID 91846789,http://purl.obolibrary.org/obo/CHEBI_151737,0.416204334,CHEBI
LBCBR5LA,22'44'5-pentabrompheyl lpd adj(ng/g),HEYL Gene,http://purl.obolibrary.org/obo/NCIT_C114520,0.416125919,NCIT
URDGP1LC,Glu-P1 (pg/mL) Comment Code,P1 Vector,http://purl.obolibrary.org/obo/NCIT_C1918,0.416109644,NCIT
DEALOLEG,Back of leg with palms image captured,Image,http://purl.obolibrary.org/obo/NCIT_C48179,0.415121233,NCIT
LBCF02,12378-Pentachlorofuran(pncdf)(fg/g),pentachlorophenol,http://purl.obolibrary.org/obo/CHEBI_17642,0.415072621,CHEBI
LBCF02,12378-Pentachlorofuran (pncdf)(fg/g),pentachlorophenol,http://purl.obolibrary.org/obo/CHEBI_17642,0.415072621,CHEBI
LBCF02,12378-Pentachlorofuran(pncdf) (fg/g),pentachlorophenol,http://purl.obolibrary.org/obo/CHEBI_17642,0.415072621,CHEBI
PAQ690j,Used buses trains or subways,Mouse Strains,http://purl.obolibrary.org/obo/NCIT_C14420,0.414945054,NCIT
SS151,PCB151,CB155,http://www.ebi.ac.uk/efo/EFO_0004075,0.414714315,EFO
DXXL4TBS,L4 TBS,L4 Vertebra,http://purl.obolibrary.org/obo/NCIT_C32902,0.414550556,NCIT
OHD711A,Need teeth pulled because of pain,Unable to Eat Because of Mouth Pain,http://purl.obolibrary.org/obo/NCIT_C131714,0.41448989,NCIT
LBDF01LC,2378-tcdf comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.414238475,NCIT
LBDF01LC,2378-tcdf Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.414238475,NCIT
LBC209,PCB 209 (ng/g),CD209 Gene,http://purl.obolibrary.org/obo/NCIT_C21568,0.414235593,NCIT
SMQ866,Last 7-d spent time in a bar?,Spend a Lot of Time in Bed,http://purl.obolibrary.org/obo/NCIT_C131379,0.414221303,NCIT
BIXS898K,Resistance (Ohms) @ 898 KHz,insulin resistance,http://www.ebi.ac.uk/efo/EFO_0002614,0.414208202,EFO
VTQ244A,Did you pump gas into your car?,Pump Device,http://purl.obolibrary.org/obo/NCIT_C50128,0.41357173,NCIT
URXTTC,2-thoxothazlidne-4-carbxylic acid(ng/mL),carboxylic acid,http://purl.obolibrary.org/obo/CHEBI_33575,0.413503742,CHEBI
URXTTC,2-Thoxothazlidne-4-carbxylic acid(ng/mL),carboxylic acid,http://purl.obolibrary.org/obo/CHEBI_33575,0.413503742,CHEBI
FSQ220,Fd Stmp HH amount last time,A Medium Amount of Time,http://purl.obolibrary.org/obo/NCIT_C136333,0.413492964,NCIT
LBC149,PCB 149 (ng/g),CID 146016149,http://purl.obolibrary.org/obo/CHEBI_157035,0.413471777,CHEBI
FFQ0081,Q.81 Did you eat spareribs?,Spatulate ribs,http://purl.obolibrary.org/obo/HP_0012307,0.413312691,HPO
LBXHXCLA,33'44'55'-hxcb Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.41297672,NCIT
LBXBB1LA,22'44'55'-hexbrombiphenyl lipid adj,exposure to biphenyl,http://purl.obolibrary.org/obo/ECTO_9000491,0.412799198,ECTO
WTSCI02,CIDI MEC Weight Jack Knife Rep 2,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.412789683,FOODON
SSDONA,Adona(8dioxa3Hperfluorononanoate)(ng/mL),perfluorononanoic acid,http://purl.obolibrary.org/obo/CHEBI_38397,0.412780734,CHEBI
MCQ160o,Ever told you had COPD?,Ever,http://purl.obolibrary.org/obo/NCIT_C113445,0.41274535,NCIT
FFQ_FOOD,The Food ID from DietCalc,metcamifen,http://purl.obolibrary.org/obo/CHEBI_189672,0.412724012,CHEBI
SS110,PCB110,ABCB11 Gene,http://purl.obolibrary.org/obo/NCIT_C123859,0.412598721,NCIT
FFQ0128A,Q.128A What kind of creamer?,R1128A,http://purl.obolibrary.org/obo/CHEBI_82001,0.412556555,CHEBI
LBC177,PCB 177 (ng/g),CD177 Gene,http://purl.obolibrary.org/obo/NCIT_C113573,0.41249423,NCIT
LBDODTLC,opDDT Comment Code,DDT,http://purl.obolibrary.org/obo/CHEBI_16130,0.411787589,CHEBI
CSXLEAOD,Smell Test: Leather Scent,Disorder of smell (disorder),http://snomed.info/id/275462005,0.411681111,SNOMED
LBX170,PCB170 (ng/g),oxazine-170,http://purl.obolibrary.org/obo/CHEBI_52195,0.411471381,CHEBI
FFQ0014C,Q.14C What kind of milk was added?,Added,http://purl.obolibrary.org/obo/NCIT_C45330,0.41133256,NCIT
WTSCI01,CIDI MEC Weight Jack Knife Rep 1,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.411324594,FOODON
DX2TOLI,Total Lean incl BMC (g),Total,http://purl.obolibrary.org/obo/NCIT_C25304,0.411324369,NCIT
DXDTOLI,Total Lean incl BMC (g),Total,http://purl.obolibrary.org/obo/NCIT_C25304,0.411324369,NCIT
LBXD01LA,12378-pncdd Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.411299005,NCIT
CIQP40,No. attacks lifetime real danger,Lifetime Risk,http://purl.obolibrary.org/obo/NCIT_C19662,0.411084625,NCIT
HRXHG,Total Hair Mercury (ppm) MQL Version,Version,http://purl.obolibrary.org/obo/NCIT_C25714,0.410776779,NCIT
LBC028,PCB 28 (pg/g),somite 28,http://purl.obolibrary.org/obo/UBERON_2000856,0.41036018,UBERON
WTSCI05,CIDI MEC Weight Jack Knife Rep 5,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.410215112,FOODON
LBC044,PCB 44 (ng/g),acid red 44,http://purl.obolibrary.org/obo/CHEBI_87112,0.410082694,CHEBI
WTSCI03,CIDI MEC Weight Jack Knife Rep 3,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.409985881,FOODON
WTSCI04,CIDI MEC Weight Jack Knife Rep 4,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.40996077,FOODON
LBXTC2,344'5-tcb (fg/g),FG syndrome 5,http://purl.obolibrary.org/obo/MONDO_0010366,0.409910411,MONDO
LBC151,PCB 151 (ng/g),CD151 Gene,http://purl.obolibrary.org/obo/NCIT_C102464,0.409818495,NCIT
FFQ0021A,Q.21A Did you eat fresh peaches?,Fresh,http://purl.obolibrary.org/obo/NCIT_C75531,0.409543252,NCIT
VTQ080,Store paints or fuels inside your home?,fuel,http://purl.obolibrary.org/obo/CHEBI_33292,0.409144506,CHEBI
FFQ0042A,Q.42A Fresh tomatoes eaten in season?,Season,http://purl.obolibrary.org/obo/NCIT_C94729,0.40889296,NCIT
SS101,PCB101,101 Mouse,http://purl.obolibrary.org/obo/NCIT_C14567,0.408867238,NCIT
LBXF04LA,123478-hxcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.40877759,NCIT
FFQ0085,Q.85 Did you eat baked ham?,Baked cod (substance),http://snomed.info/id/227046008,0.408758324,SNOMED
LBCTC2LA,344'5-tcb lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.408694183,NCIT
LBCF03,23478-Pentachlorofuran(pncdf)(fg/g),pentachlorophenol,http://purl.obolibrary.org/obo/CHEBI_17642,0.408326691,CHEBI
LBCF03,23478-Pentachlorofuran (pncdf)(fg/g),pentachlorophenol,http://purl.obolibrary.org/obo/CHEBI_17642,0.408326691,CHEBI
LBCF03,23478-Pentachlorofuran(pncdf) (fg/g),pentachlorophenol,http://purl.obolibrary.org/obo/CHEBI_17642,0.408326691,CHEBI
LBXF03LA,23478-pncdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.408248249,NCIT
LBXF06LA,123789-hxcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.408161395,NCIT
WTSCI06,CIDI MEC Weight Jack Knife Rep 6,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.407896868,FOODON
CIQP19,Approx age when attack occurred,Occurrence,http://purl.obolibrary.org/obo/NCIT_C25275,0.407885584,NCIT
CIQP28,Approx age when attack occurred,Occurrence,http://purl.obolibrary.org/obo/NCIT_C25275,0.407885584,NCIT
WHQ510G,Think girls will like me better,Like,http://purl.obolibrary.org/obo/NCIT_C77969,0.407718128,NCIT
LBXMFOS,Sm-PFOS (ng/mL),FOS Gene,http://purl.obolibrary.org/obo/NCIT_C19532,0.407374114,NCIT
CIQD093,Anything else happen before periods?,Anything Else Made You Feel Bad or Sick,http://purl.obolibrary.org/obo/NCIT_C136378,0.407302211,NCIT
LBDF07LC,234678-hxcdf comment code,23460 - cod (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542346,0.407215418,FOODON
LBDF07LC,234678-hxcdf Comment Code,23460 - cod (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542346,0.407215418,FOODON
LBCTCD,2378-Tetrachloro-p-dioxin(tcdd)(fg/g),Tetrachlorodibenzodioxin poisoning (disorder),http://snomed.info/id/25440005,0.407161942,SNOMED
LBC196,PCB 196 (ng/g),NCI-H196,http://www.ebi.ac.uk/efo/EFO_0006668,0.406860945,EFO
CIQD062,Did anything else happen before period?,Anything Else Made You Feel Bad or Sick,http://purl.obolibrary.org/obo/NCIT_C136378,0.406747395,NCIT
CIQD069,Did anything else happen before period?,Anything Else Made You Feel Bad or Sick,http://purl.obolibrary.org/obo/NCIT_C136378,0.406747395,NCIT
FSD052,HH How often adults cut size/skip meals,size,http://www.ebi.ac.uk/efo/EFO_0001695,0.405879351,EFO
WTSCI07,CIDI MEC Weight Jack Knife Rep 7,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.405622048,FOODON
LBXDFS,Floor GFAAS (ug/sq.ft.),Floor,http://purl.obolibrary.org/obo/NCIT_C66795,0.405566618,NCIT
LBDTCDLC,2378-tcdd comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.405485794,NCIT
LBDTCDLC,2378-tcdd Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.405485794,NCIT
LBXF07LA,234678-hxcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.405361168,NCIT
WTSCI09,CIDI MEC Weight Jack Knife Rep 9,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.405286789,FOODON
TeloStd,Asso. Std. Dev. of Mean T/S ratio,Ratio,http://purl.obolibrary.org/obo/NCIT_C44256,0.40527362,NCIT
WTSCI08,CIDI MEC Weight Jack Knife Rep 8,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.404816266,FOODON
LBC183,PCB 183 (ng/g),MIR183 Gene,http://purl.obolibrary.org/obo/NCIT_C80725,0.40469983,NCIT
SS199,PCB199,LSM-11199,http://purl.obolibrary.org/obo/CHEBI_99820,0.404018473,CHEBI
WTSCI30,CIDI MEC Weight Jack Knife Rep 30,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.403642844,FOODON
SSMHHT,Mono2ethyl5hydroxyhexyl terephth (ug/L),Mono-(2-ethylhexyl) terephthalate,http://purl.obolibrary.org/obo/CHEBI_165208,0.403303656,CHEBI
LBXF05LA,123678-hxcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.403270363,NCIT
BAQ075,How long ago where you treated,How Long Do You Expect to Live After Treatment for Prostate Cancer,http://purl.obolibrary.org/obo/NCIT_C124821,0.402908543,NCIT
LBXD02LA,123478-hxcdd Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.402900454,NCIT
SMQ666B,Regular light or ultralite BensonHedges,Regular,http://purl.obolibrary.org/obo/NCIT_C25647,0.402724087,NCIT
WTSCI12,CIDI MEC Weight Jack Knife Rep 12,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.402533625,FOODON
OHD711C,Need teeth pulled because of lost fillin,filled cheese,http://purl.obolibrary.org/obo/FOODON_03302915,0.402427976,FOODON
SS178,PCB178,PCB138,http://purl.obolibrary.org/obo/CHEBI_165219,0.402399298,CHEBI
BPQ110A,Eating fewer high fat foods on own,High,http://purl.obolibrary.org/obo/NCIT_C25227,0.402355941,NCIT
BPQ120,Eating fewer high fat foods on own,High,http://purl.obolibrary.org/obo/NCIT_C25227,0.402355941,NCIT
BPD110A,Eating fewer high fat foods on own,High,http://purl.obolibrary.org/obo/NCIT_C25227,0.402355941,NCIT
BPD120,Eating fewer high fat foods on own,High,http://purl.obolibrary.org/obo/NCIT_C25227,0.402355941,NCIT
LBXD04LA,123789-hxcdd Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.402310419,NCIT
LBC206,PCB 206 (pg/g),X-206,http://purl.obolibrary.org/obo/CHEBI_80126,0.402223366,CHEBI
URXHPBT,4-hydroxy-4-(3-pyridyl) C4H802 (ng/mL),pyrimidylpyridine,http://purl.obolibrary.org/obo/CHEBI_46909,0.402124014,CHEBI
PAQ690c,Avoided roads that have heavy traffic,Heavy,http://purl.obolibrary.org/obo/NCIT_C68807,0.401933216,NCIT
URDGP2LC,GLU-P2 (pg/mL) Comment Code,Ganodermic acid P2,http://purl.obolibrary.org/obo/CHEBI_176104,0.401262003,CHEBI
LBC199,PCB 199 (ng/g),LSM-11199,http://purl.obolibrary.org/obo/CHEBI_99820,0.401011093,CHEBI
URDAMULC,5-actylamno-6-amno-3-methylucl cmnt code,Rhamnose,http://purl.obolibrary.org/obo/NCIT_C68486,0.40084507,NCIT
LBC118,PCB 118 (ng/g),G118,http://www.ebi.ac.uk/efo/EFO_0006397,0.400687025,EFO
CSXSLTSG,Whole Mouth Test: 1 M NaCl gLMS,Whole,http://purl.obolibrary.org/obo/NCIT_C25326,0.400633297,NCIT
LBCBR7LA,22'44'55'-hxbrompheyl lpd adj(ng/g),HEYL Gene,http://purl.obolibrary.org/obo/NCIT_C114520,0.400625468,NCIT
BPXCHR,60 sec HR (30 sec HR * 2),HR 780,http://purl.obolibrary.org/obo/CHEBI_5597,0.400574654,CHEBI
SXQ753,Ever told by MD you had HPV (F),Ever,http://purl.obolibrary.org/obo/NCIT_C113445,0.400465878,NCIT
URX1DC,N-acel-S-(12-dichlorovinl)-L-cys(ng/mL),"S-(1,2-dichlorovinyl)-L-cysteine",http://purl.obolibrary.org/obo/CHEBI_46650,0.400436772,CHEBI
URX1DC,N-Acel-S-(12-dichlorovinl)-L-Cys(ng/mL),"S-(1,2-dichlorovinyl)-L-cysteine",http://purl.obolibrary.org/obo/CHEBI_46650,0.400436772,CHEBI
URX1DC,N-Acel-S-(12-dichlorovinl)-L-cys(ng/mL),"S-(1,2-dichlorovinyl)-L-cysteine",http://purl.obolibrary.org/obo/CHEBI_46650,0.400436772,CHEBI
LBC187,PCB 187 (ng/g),HCC1187,http://www.ebi.ac.uk/efo/EFO_0001170,0.400145125,EFO
SS194,PCB194,LSM-12194,http://purl.obolibrary.org/obo/CHEBI_100820,0.399794741,CHEBI
BPQ043C,Told of other diet changes for hyprtnsn,Change,http://purl.obolibrary.org/obo/NCIT_C25446,0.399784251,NCIT
FFQ0058,Q.58 Did you eat rice?,red rice,http://purl.obolibrary.org/obo/FOODON_00003077,0.399406968,FOODON
WTSCI22,CIDI MEC Weight Jack Knife Rep 22,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.399302061,FOODON
CIQD081,Anything else happen before 2nd period?,Anything Else Made You Feel Bad or Sick,http://purl.obolibrary.org/obo/NCIT_C136378,0.399279485,NCIT
LBXF10LA,12346789-ocdf Lipid Adj (pg/g),CID 91846789,http://purl.obolibrary.org/obo/CHEBI_151737,0.399233675,CHEBI
LBCF01LA,2378-tcdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.39911197,NCIT
LBXF08LA,1234678-hxcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.398784382,NCIT
WTSCI18,CIDI MEC Weight Jack Knife Rep 18,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.398693413,FOODON
FFQ0070,Q.70 Did you eat cold cuts?,Cold,http://purl.obolibrary.org/obo/NCIT_C62180,0.398619402,NCIT
LBCBR2LA,244'-tribrmdphenyl ether lpd adj(ng/g),exposure to diphenyl ether,http://purl.obolibrary.org/obo/ECTO_9000380,0.398548174,ECTO
DX2TOLE,Total Lean excl BMC (g),Total,http://purl.obolibrary.org/obo/NCIT_C25304,0.398465826,NCIT
DXDTOLE,Total Lean excl BMC (g),Total,http://purl.obolibrary.org/obo/NCIT_C25304,0.398465826,NCIT
FSD032E,HH Couldn't feed child balanced meal,Child,http://purl.obolibrary.org/obo/NCIT_C16423,0.398332392,NCIT
FFQ0072,Q.72 Did you eat other cold cuts?,Cold,http://purl.obolibrary.org/obo/NCIT_C62180,0.398270107,NCIT
DID330,What does Dr say LDL should be,shoulder,http://purl.obolibrary.org/obo/UBERON_0001467,0.39807073,UBERON
WTSCI10,CIDI MEC Weight Jack Knife Rep 10,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.397898448,FOODON
LBDPCBLC,33'44'5-pncb comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.397835819,NCIT
LBDPCBLC,33'44'5-pncb Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.397835819,NCIT
LBXD03LA,123678-hxcdd Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.397624336,NCIT
WTSCI20,CIDI MEC Weight Jack Knife Rep 20,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.3972282,FOODON
LBC194,PCB 194 (ng/g),LSM-12194,http://purl.obolibrary.org/obo/CHEBI_100820,0.396840445,CHEBI
WTSCI11,CIDI MEC Weight Jack Knife Rep 11,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.395961861,FOODON
LBCF04,123478-Hexachlorofuran(hcxdf)(fg/g),hexachlorophene,http://purl.obolibrary.org/obo/CHEBI_5693,0.395947749,CHEBI
WTSCI44,CIDI MEC Weight Jack Knife Rep 44,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.395943588,FOODON
WTSCI14,CIDI MEC Weight Jack Knife Rep 14,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.395887543,FOODON
WTSCI24,CIDI MEC Weight Jack Knife Rep 24,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.395782212,FOODON
LBC157,PCB 157 (ng/g),LSM-11157,http://purl.obolibrary.org/obo/CHEBI_99778,0.395779973,CHEBI
LBDBR11C,PBDE 209 comment,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.395703866,NCIT
LBXF08LA,1234678-hpcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.395513122,NCIT
WTSCI13,CIDI MEC Weight Jack Knife Rep 13,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.395312698,FOODON
WTSCI25,CIDI MEC Weight Jack Knife Rep 25,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.394814327,FOODON
URD1DCLC,N-acel-S-(12-dichlorovinl)-L-cys comt,"S-(1,2-dichlorovinyl)-L-cysteine",http://purl.obolibrary.org/obo/CHEBI_46650,0.394720411,CHEBI
URD1DCLC,N-Acel-S-(12-dichlorovinl)-L-Cys comt,"S-(1,2-dichlorovinyl)-L-cysteine",http://purl.obolibrary.org/obo/CHEBI_46650,0.394720411,CHEBI
WTSCI50,CIDI MEC Weight Jack Knife Rep 50,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.394599872,FOODON
DID310D,What does Dr say DBP should be,shoulder,http://purl.obolibrary.org/obo/UBERON_0001467,0.394502979,UBERON
WTSCI23,CIDI MEC Weight Jack Knife Rep 23,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.394456941,FOODON
FSD032C,HH Couldn't afford balanced meals,Balance,http://purl.obolibrary.org/obo/NCIT_C73497,0.394432996,NCIT
SS149,PCB149,SS149,http://www.ebi.ac.uk/efo/EFO_0004089,0.3942906,EFO
LBXBR5LA,22'44'5-pentabromphenyl lipid adj,Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.394257549,NCIT
WTSCI16,CIDI MEC Weight Jack Knife Rep 16,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.394228447,FOODON
WTSCI15,CIDI MEC Weight Jack Knife Rep 15,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.394123235,FOODON
LBXD07LA,12346789-ocdd Lipid Adj (pg/g),CID 91846789,http://purl.obolibrary.org/obo/CHEBI_151737,0.393866933,CHEBI
LBX195,PCB195 (ng/g),MIR195 Gene,http://purl.obolibrary.org/obo/NCIT_C81749,0.393689329,NCIT
LBC189,PCB 189 (pg/g),LSM-9189,http://purl.obolibrary.org/obo/CHEBI_97810,0.393684841,CHEBI
LBCTCDLA,2378-tcdd lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.39363646,NCIT
DID310S,What does Dr say SBP should be,shoulder,http://purl.obolibrary.org/obo/UBERON_0001467,0.393499801,UBERON
WTSCI19,CIDI MEC Weight Jack Knife Rep 19,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.393351418,FOODON
LBC156,PCB 156 (ng/g),LSM-3156,http://purl.obolibrary.org/obo/CHEBI_92910,0.393214582,CHEBI
SMD233,# chewing plugs/wads/chaws per day,Chews plug tobacco (finding),http://snomed.info/id/228514003,0.393068713,SNOMED
VTQ244B,Long ago did you pump gas in your car?,Pump Device,http://purl.obolibrary.org/obo/NCIT_C50128,0.39290827,NCIT
VTD244B,Long ago did you pump gas in your car?,Pump Device,http://purl.obolibrary.org/obo/NCIT_C50128,0.39290827,NCIT
LBC087,PCB 87 (ng/g),Human rhinovirus 87 (organism),http://snomed.info/id/17735001,0.392885428,SNOMED
WTSPO30,Dioxins Mec Weight Jack Knife Rep 30,Dioxin (substance),http://snomed.info/id/26775004,0.392822557,SNOMED
FSD650,WIC SP got past 12 mos,Got Worse,http://purl.obolibrary.org/obo/NCIT_C125461,0.392779935,NCIT
URX34M,3-methipurc acd & 4-methipurc acd(ng/mL),ACD Gene,http://purl.obolibrary.org/obo/NCIT_C119707,0.392657879,NCIT
URX34M,3-Methipurc acd & 4-Methipurc acd(ng/mL),ACD Gene,http://purl.obolibrary.org/obo/NCIT_C119707,0.392657879,NCIT
WTSCI28,CIDI MEC Weight Jack Knife Rep 28,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.392393192,FOODON
WTSPO12,Dioxins Mec Weight Jack Knife Rep 12,Dioxin (substance),http://snomed.info/id/26775004,0.391968318,SNOMED
