"Table"	"TableName"	"BeginYear"	"EndYear"	"DataGroup"	"UseConstraints"	"DocFile"	"DataFile"	"DatePublished"
"SSVARI_C"	"Varicella-Zoster Virus Antibody (Surplus)"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSVARI_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSVARI_C.XPT"	"March 2009"
"l34_c"	"Bacterial vaginosis (BV) & Trichomonas vaginalis"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/l34_c.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/l34_c.XPT"	
"l34_c_r"	"Bacterial vaginosis (BV) & Trichomonas vaginalis - Youth"	"2003"	"2004"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/l34_c_r.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/l34_c_r.XPT"	
"L37SWA_C"	"Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Prototype Line Blot Assay"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L37SWA_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L37SWA_C.XPT"	"Updated October 2010"
"L37SWR_C"	"Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L37SWR_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L37SWR_C.XPT"	"November 2010"
"SWA_C_R"	"Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Prototype Line Blot Assay - Youth"	"2003"	"2004"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SWA_C_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SWA_C_R.XPT"	
"SWR_C_R"	"Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array - Youth"	"2003"	"2004"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SWR_C_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SWR_C_R.XPT"	
"L06VID_C"	"Vitamin D"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06VID_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06VID_C.XPT"	
"SSFA_C"	"Fatty Acids - Plasma (Surplus)"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSFA_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSFA_C.XPT"	"Updated April 2022"
"L05RDC_C"	"Chlamydia & Gonorrhea - Urine - Youth"	"2003"	"2004"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L05RDC_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L05RDC_C.XPT"	
"SSEBV_C"	"Epstein-Barr Virus (VCA IgG) - Serum (Surplus)"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSEBV_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSEBV_C.XPT"	"Updated April 2022"
"SSHCVR_C"	"Hepatitis C RNA (HCV-RNA) & HCV Genotype (Surplus)"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSHCVR_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSHCVR_C.XPT"	"July 2012"
"SSOL_C"	"Monoclonal gammopathy of undetermined significance (MGUS) (Surplus)"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSOL_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSOL_C.XPT"	"Updated April 2022"
"VID_C"	"Vitamin D"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/VID_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/VID_C.XPT"	"Updated October 2015"
"SSAMH_C"	"Anti-Mullerian Hormone (AMH) & Inhibin-B (Surplus)"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSAMH_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSAMH_C.XPT"	"Updated April 2022"
"SSNORO_C"	"Norovirus antibody - Serum"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSNORO_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSNORO_C.XPT"	"Updated April 2022"
"SSCMV_C"	"Cytomegalovirus Antibodies - Serum (Surplus)"	"2003"	"2004"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSCMV_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSCMV_C.XPT"	"Updated April 2022"
"CDQ_C"	"Cardiovascular Health"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CDQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CDQ_C.XPT"	"August 2006"
"ACQ_C"	"Acculturation"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/ACQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/ACQ_C.XPT"	"April 2006"
"ALQ_C"	"Alcohol Use"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/ALQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/ALQ_C.XPT"	"December 2006"
"RXQANA_C"	"Analgesic Pain Relievers"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RXQANA_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RXQANA_C.XPT"	"June 2008"
"AUQ_C"	"Audiometry"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/AUQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/AUQ_C.XPT"	"November 2005"
"BAQ_C"	"Balance"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BAQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BAQ_C.XPT"	"November 2005"
"BPQ_C"	"Blood Pressure & Cholesterol"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BPQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BPQ_C.XPT"	"April 2006"
"HSQ_C"	"Current Health Status"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HSQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HSQ_C.XPT"	"May 2006"
"DEQ_C"	"Dermatology"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DEQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DEQ_C.XPT"	"August 2006"
"DIQ_C"	"Diabetes"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DIQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DIQ_C.XPT"	"April 2006"
"DBQ_C"	"Diet Behavior & Nutrition"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DBQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DBQ_C.XPT"	"Updated August 2006"
"DUQ_C"	"Drug Use"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DUQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DUQ_C.XPT"	"December 2006"
"ECQ_C"	"Early Childhood"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/ECQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/ECQ_C.XPT"	"Updated October 2007"
"SMQFAM_C"	"Smoking - Household Smokers"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SMQFAM_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SMQFAM_C.XPT"	"September 2006"
"FSQ_C"	"Food Security"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/FSQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/FSQ_C.XPT"	"March 2007"
"HIQ_C"	"Health Insurance"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HIQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HIQ_C.XPT"	"August 2006"
"HOQ_C"	"Housing Characteristics"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HOQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HOQ_C.XPT"	"Updated November 2007"
"HCQ_C"	"Hepatitis C Follow Up"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HCQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HCQ_C.XPT"	"Updated April 2008"
"HUQ_C"	"Hospital Utilization & Access to Care"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HUQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HUQ_C.XPT"	"August 2006"
"IMQ_C"	"Immunization"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/IMQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/IMQ_C.XPT"	"December 2006"
"KIQ_U_C"	"Kidney Conditions - Urology"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/KIQ_U_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/KIQ_U_C.XPT"	"August 2006"
"MCQ_C"	"Medical Conditions"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/MCQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/MCQ_C.XPT"	"August 2006"
"MPQ_C"	"Miscellaneous Pain"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/MPQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/MPQ_C.XPT"	"August 2006"
"OCQ_C"	"Occupation"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OCQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OCQ_C.XPT"	"January 2008"
"OHQ_C"	"Oral Health"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OHQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OHQ_C.XPT"	"July 2006"
"OSQ_C"	"Osteoporosis"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OSQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OSQ_C.XPT"	"Updated July 2006"
"PUQ_C"	"Pesticide Use"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PUQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PUQ_C.XPT"	"May 2008"
"PAQ_C"	"Physical Activity"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PAQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PAQ_C.XPT"	"November 2005"
"PAQIAF_C"	"Physical Activity - Individual Activities"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PAQIAF_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PAQIAF_C.XPT"	"November 2005"
"PFQ_C"	"Physical Functioning"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PFQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PFQ_C.XPT"	"Updated March 2008"
"RXQ_RX_C"	"Prescription Medications"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RXQ_RX_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RXQ_RX_C.XPT"	"Updated June 2009"
"KIQ_P_C"	"Prostate Conditions"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/KIQ_P_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/KIQ_P_C.XPT"	"August 2006"
"PSQ_C"	"Prostate Specific Antigen Follow-up"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PSQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PSQ_C.XPT"	"April 2008"
"RHQ_C"	"Reproductive Health"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RHQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RHQ_C.XPT"	"June 2006"
"RDQ_C"	"Respiratory Health"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RDQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RDQ_C.XPT"	"January 2006"
"SMQ_C"	"Smoking - Cigarette/Tobacco Use - Adult"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SMQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SMQ_C.XPT"	"September 2006"
"SMQMEC_C"	"Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SMQMEC_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SMQMEC_C.XPT"	"September 2006"
"SSQ_C"	"Social Support"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSQ_C.XPT"	"January 2007"
"SXQ_C"	"Sexual Behavior"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SXQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SXQ_C.XPT"	"January 2006"
"VIQ_C"	"Vision"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/VIQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/VIQ_C.XPT"	"November 2005"
"WHQ_C"	"Weight History"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/WHQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/WHQ_C.XPT"	"July 2006"
"CIQGAD_C"	"Mental Health - Generalized Anxiety Disorder"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQGAD_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQGAD_C.XPT"	"August 2006"
"CIQDEP_C"	"Mental Health - Depression"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQDEP_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQDEP_C.XPT"	"August 2006"
"CIQPAN_C"	"Mental Health - Panic Disorder"	"2003"	"2004"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQPAN_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQPAN_C.XPT"	"August 2006"
"YCQ_C"	"Mental Health - Conduct Disorder - Youth"	"2003"	"2004"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/YCQ_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/YCQ_C.XPT"	
"SXQYTH_C"	"Sexual Behavior - Youth"	"2003"	"2004"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SXQYTH_C.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SXQYTH_C.XPT"	
"DEMO_D"	"Demographic Variables & Sample Weights"	"2005"	"2006"	"Demographics"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DEMO_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DEMO_D.XPT"	"Updated September 2009"
"FFQRAW_D"	"Food Frequency Questionnaire - Raw Questionnaire Responses"	"2005"	"2006"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FFQRAW_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FFQRAW_D.XPT"	"September 2008"
"FFQDC_D"	"Food Frequency Questionnaire - Output from DietCalc Software"	"2005"	"2006"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FFQDC_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FFQDC_D.XPT"	"September 2008"
"DSQ1_D"	"Dietary Supplement Use 30-Day - File 1, Supplement Counts"	"2005"	"2006"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DSQ1_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DSQ1_D.XPT"	"Updated July 2009"
"DSQ2_D"	"Dietary Supplement Use 30-Day - File 2, Participant's Use of Supplements"	"2005"	"2006"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DSQ2_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DSQ2_D.XPT"	"Updated July 2009"
"DR1IFF_D"	"Dietary Interview - Individual Foods, First Day"	"2005"	"2006"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DR1IFF_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DR1IFF_D.XPT"	"July 2008"
"DR1TOT_D"	"Dietary Interview - Total Nutrient Intakes, First Day"	"2005"	"2006"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DR1TOT_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DR1TOT_D.XPT"	"July 2008"
"DR2TOT_D"	"Dietary Interview - Total Nutrient Intakes, Second Day"	"2005"	"2006"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DR2TOT_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DR2TOT_D.XPT"	"July 2008"
"DRXFCD_D"	"Dietary Interview Technical Support File - Food Codes"	"2005"	"2006"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DRXFCD_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DRXFCD_D.XPT"	"July 2008"
"DRXMCD_D"	"Dietary Interview Technical Support File - Modification Codes"	"2005"	"2006"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DRXMCD_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DRXMCD_D.XPT"	"July 2008"
"DR2IFF_D"	"Dietary Interview - Individual Foods, Second Day"	"2005"	"2006"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DR2IFF_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DR2IFF_D.XPT"	"July 2008"
"BPX_D"	"Blood Pressure"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/BPX_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/BPX_D.XPT"	"November 2007"
"BMX_D"	"Body Measures"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/BMX_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/BMX_D.XPT"	"November 2007"
"AUX_D"	"Audiometry"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUX_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUX_D.XPT"	"April 2009"
"AUXTYM_D"	"Audiometry - Tympanometry"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUXTYM_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUXTYM_D.XPT"	"April 2009"
"DXXFEM_D"	"Dual Energy X-ray Absorptiometry - Femur"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXFEM_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXFEM_D.XPT"	"January 2009"
"OPXFDT_D"	"Ophthalmology - Frequency Doubling Technology"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OPXFDT_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OPXFDT_D.XPT"	"December 2008"
"OHX_D"	"Oral Health"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OHX_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OHX_D.XPT"	"June 2008"
"PAXRAW_D"	"Physical Activity Monitor"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PAXRAW_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PAXRAW_D.XPT"	"June 2008"
"VIX_D"	"Vision"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/VIX_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/VIX_D.XPT"	"April 2008"
"DXXAG_D"	"Dual Energy X-ray Absorptiometry - Android/Gynoid"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXAG_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXAG_D.XPT"	"February 2013"
"AUXAR_D"	"Audiometry - Acoustic Reflex"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUXAR_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUXAR_D.XPT"	"January 2013"
"OPXRET_D"	"Ophthalmology - Retinal Imaging"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OPXRET_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OPXRET_D.XPT"	"Updated June 2015"
"DXXSPN_D"	"Dual Energy X-ray Absorptiometry - Spine"	"2005"	"2006"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXSPN_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXSPN_D.XPT"	"Updated May 2015"
"PbCd_D"	"Cadmium, Lead, & Total Mercury - Blood"	"2005"	"2006"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PbCd_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PbCd_D.XPT"	
"PP_D"	"Pesticides - Environmental - Urine"	"2005"	"2006"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PP_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PP_D.XPT"	"September 2009"
"PHTHTE_D"	"Phthalates - Urine"	"2005"	"2006"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PHTHTE_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PHTHTE_D.XPT"	"February 2010"
"OPD_D"	"Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine"	"2005"	"2006"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OPD_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OPD_D.XPT"	"July 2013"
"VOC_D"	"Volatile Organic Compounds - Water & Related Questionnaire Items"	"2005"	"2006"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/VOC_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/VOC_D.XPT"	"January 2010"
"UPP_D"	"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)"	"2005"	"2006"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UPP_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UPP_D.XPT"	"August 2011"
"TCHOL_D"	"Cholesterol - Total"	"2005"	"2006"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/TCHOL_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/TCHOL_D.XPT"	"Updated April 2010"
"HDL_D"	"Cholesterol - HDL"	"2005"	"2006"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HDL_D.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HDL_D.XPT"	"Updated April 2010"
